Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Rhamnella franguloides, ,Shrub,6.0,-, ,LMH,SN,M,1,0, 
Rhamnus alaternus,Italian Buckthorn,Shrub,5.0,6-9,F,LMH,SN,DM,0,0, 
Rhamnus carolinianus,"Indian Cherry, Oak, Carolina Buckthorn",Tree,12.0,5-9,S,LMH,SN,M,2,1, 
Rhamnus cathartica,Common Buckthorn,Shrub,6.0,3-7, ,LMH,SN,DM,0,3,0
Rhamnus croceus,Red Berry,Shrub,4.0,7-10, ,LMH,N,DM,2,0, 
Rhamnus dahurica,Dahurian Buckthorn,Shrub,7.0,4-8, ,LMH,SN,M,1,1, 
Rhamnus frangula,Alder Buckthorn,Shrub,5.0,3-7,S,LMH,SN,MWe,0,3,3
Rhamnus globosa,lokao,Shrub,3.0,0-0, ,LMH,SN,M,0,0, 
Rhamnus grandiflora, ,Shrub,4.0,-, ,LMH,SN,M,2,0, 
Rhamnus japonica,Japanese buckthorn,Shrub,3.0,4-8, ,LMH,SN,M,1,1, 
Rhamnus leptophyllus, ,Shrub,1.8,5-9, ,LMH,SN,M,1,0, 
Rhamnus lycioides, ,Shrub,0.0,-, ,LMH,N,DM,0,0, 
Rhamnus nepalensis, ,Shrub,1.5,-, ,LMH,SN,M,1,1, 
Rhamnus persicus, ,Shrub,1.0,-, ,LMH,SN,M,2,0, 
Rhamnus purpureus, ,Shrub,0.0,-, ,LMH,SN,M,0,1, 
Rhamnus purshiana,Cascara Sagrada,Tree,10.0,-, ,LMH,SN,M,2,3, 
Rhamnus saxatilis,"Avignon Berry, Rock buckthorn",Shrub,2.0,5-9, ,LMH,SN,M,0,0, 
Rhamnus saxatilis tinctorius,Dyer's Buckthorn,Shrub,2.0,5-9, ,LMH,SN,M,0,0, 
Rhamnus triquetra, ,Shrub,7.0,-, ,LMH,SN,M,0,1, 
Rhamnus utilis,Chinese Buckthorn,Shrub,3.0,-, ,LMH,N,M,0,0, 
Rhamnus virgatus, ,Shrub,2.0,-, ,LMH,SN,M,1,1, 
Rhaphiolepis indica,Indian Hawthorn,Shrub,1.5,8-11,S,LMH,N,DM,1,0, 
Rhaphiolepis umbellata,Japanese Hawthorn,Shrub,2.5,7-10,S,LMH,N,M,1,0, 
Rhaponticum scariosum rhaponticum, ,Perennial,0.8,-, ,LMH,N,M,0,1, 
Rhaponticum uniflorum, ,Perennial,1.0,-, ,LMH,SN,M,1,0, 
Rheum × hybridum,Garden Rhubarb,Perennial,1.5,3-8,M,LMH,SN,M,4,3,1
Rheum australe,Himalayan Rhubarb,Perennial,3.0,5-9, ,MH,SN,M,3,3,2
Rheum compactum, ,Perennial,0.5,5-9, ,MH,SN,M,2,0, 
Rheum coreanum, ,Perennial,0.0,-, ,MH,SN,M,0,1, 
Rheum nobile,Sikkim Rhubarb,Perennial,1.5,6-9, ,MH,SN,M,3,2,1
Rheum officinale,Chinese Rhubarb,Perennial,2.0,6-9, ,MH,SN,M,1,3, 
Rheum palmatum,"Turkey Rhubarb, Chinese Rhubarb - Da Huang, Chinese rhubarb",Perennial,3.0,6-9, ,MH,SN,M,3,5,2
Rheum palmatum tanguticum,Da Huang,Perennial,2.0,5-9, ,MH,SN,M,3,5,0
1 2 3 4 5 6,1,2,3,4,5,6,,,,,
Rheum rhaponticum,"Rhubarb, Garden rhubarb",Perennial,1.2,3-7, ,MH,SN,M,2,3, 
Rheum ribes, ,Perennial,1.5,5-9, ,MH,SN,DM,2,0, 
Rheum spiciforme, ,Perennial,0.3,-, ,MH,SN,M,2,1, 
Rheum tataricum,Tartarian Rhubarb,Perennial,0.5,-, ,MH,SN,DM,2,0, 
Rheum x cultorum,Rhubarb,Perennial,1.5,3-7, ,MH,SN,M,4,3,2
Rhexia virginica,"Deer Grass, Handsome Harry",Perennial,0.3,3-7, ,LM,N,M,3,1, 
Rhinanthus minor,"Yellow Rattle, Little yellow rattle, Arctic rattlebox",Annual,0.5,5-9, ,LMH,N,M,0,1, 
Rhodiola rhodantha,"Queen's Crown, Redpod stonecrop",Perennial,0.4,4-8, ,LMH,N,DM,1,0, 
Rhodiola rosea,Rose Root,Perennial,0.3,0-0, ,LMH,N,DM,2,3,3
Rhodiola tibetica, ,Perennial,0.3,5-9, ,LMH,N,DM,1,0, 
Rhododendron anthopogon, ,Shrub,0.6,6-9, ,LM,SN,M,1,2, 
Rhododendron arboreum, ,Shrub,12.0,6-9, ,LM,SN,M,1,2, 
Rhododendron aureum,Rosebay,Shrub,0.5,-, ,LM,SN,M,0,2, 
Rhododendron campanulatum, ,Shrub,4.5,4-8, ,LM,SN,M,0,1, 
Rhododendron ferrugineum,Alpenrose,Shrub,1.5,4-8, ,LM,SN,M,0,1, 
Rhododendron griersonianum, ,Shrub,3.0,7-10, ,LMH,SN,M,0,0, 
Rhododendron indicum,Rhododendron,Shrub,2.0,5-9, ,LM,S,M,1,0, 
Rhododendron japonicum,Japanese azalea,Shrub,2.0,4-8, ,LM,SN,M,1,1, 
Rhododendron kaempferi, ,Shrub,2.5,4-8, ,LM,S,M,1,0, 
Rhododendron lapponicum,Lapland Rosebay,Shrub,1.0,-, ,LM,SN,M,1,0, 
Rhododendron lutescens, ,Shrub,3.0,6-9, ,LM,SN,M,0,0, 
Rhododendron luteum,Honeysuckle Azalea,Shrub,2.5,4-8, ,LM,S,M,0,0, 
Rhododendron maximum,"Rosebay Rhododendron, Great laurel",Shrub,3.5,3-7, ,LM,S,M,0,1, 
Rhododendron molle,Chinese Azalea,Shrub,2.5,6-9, ,LM,S,M,0,1, 
Rhododendron mucronulatum, ,Shrub,2.5,4-8, ,LM,SN,M,1,0, 
Rhododendron periclymenoides,"Pink azalea, Pinxter flower",Shrub,2.0,4-8,M,LMH,FSN,DM,1,0,2
Rhododendron 'PJM', ,Shrub,3.0,-, ,LM,SN,M,0,0, 
Rhododendron ponticum,Rhododendron,Shrub,5.0,6-9, ,LM,S,M,0,1, 
Rhododendron x praecox, ,Shrub,1.5,5-9, ,LM,SN,M,0,0, 
Rhus ambigua, ,Climber,0.0,6-9, ,LMH,SN,M,0,0, 
Rhus aromatica,"Lemon Sumach, Fragrant sumac",Shrub,1.2,3-9,S,LMH,N,DM,4,2,2
Rhus chinensis,"Chinese Gall, Chinese sumac",Tree,6.0,7-10, ,LMH,N,M,2,3, 
Rhus copallina,"Dwarf Sumach, Winged sumac, Flameleaf Sumac, Winged Sumac, Shining Sumac",Shrub,2.0,4-10,F,LMH,N,DM,4,2,3
Rhus coriaria,"Elm-Leaved Sumach, Sicilian sumac",Shrub,3.0,8-11, ,LMH,N,DM,2,1, 
Rhus diversiloba,"Western Poison Oak, Pacific poison oak",Shrub,2.5,4-8, ,LMH,N,M,0,2, 
Rhus glabra,Smooth Sumach,Shrub,3.0,3-9,M,LMH,N,DM,4,3,3
Rhus integrifolia,"Lemonade Berry, Lemonade sumac",Shrub,2.0,8-10,M,LMH,N,DM,2,0, 
Rhus microphylla,"Desert Sumach, Littleleaf sumac",Shrub,2.0,8-11, ,LMH,N,D,2,0, 
Rhus ovata,"Sugar Bush, Sugar sumac",Shrub,2.0,8-11, ,LM,N,DM,2,1, 
Rhus potaninii, ,Tree,12.0,4-8, ,LMH,N,M,0,2, 
Rhus punjabensis, ,Tree,12.0,5-9, ,LMH,N,M,3,2, 
Rhus punjabensis sinica, ,Tree,12.0,5-9, ,LMH,N,M,3,2, 
Rhus radicans,Poison Ivy,Climber,2.5,4-8,F,LMH,N,M,0,1, 
Rhus sempervirens, ,Shrub,3.5,-, ,LMH,N,DM,2,1, 
Rhus succedanea,Wax Tree,Tree,9.0,4-9, ,LMH,N,M,1,2,4
Rhus sylvestris, ,Tree,10.0,-, ,LMH,N,M,0,0, 
Rhus toxicodendron,Eastern Poison Oak,Shrub,0.6,6-9, ,LMH,N,DM,0,2, 
Rhus trichocarpa, ,Tree,6.0,-, ,LMH,N,M,0,0, 
Rhus trilobata,"Skunk Bush, Basketbush, Squawbush, Three Leaf Sumac",Shrub,1.8,4-6,M,LMH,N,DM,4,2,3
Rhus typhina,"Stag's Horn Sumach, Velvet Sumac, Staghorn Sumac",Shrub,6.0,4-8,F,LMH,N,DM,4,2,3
Rhus vernix,Poison Sumach,Shrub,3.0,3-7, ,LMH,N,MWe,0,1, 
Rhus wallichii, ,Tree,8.0,-, ,LMH,N,M,0,1, 
Rhus x pulvinata, ,Shrub,3.0,0-0, ,LMH,N,DM,4,2,2
Rhynchoryza subulata,Arroz bravo,Perennial,0.3,9-12,F,LMH,N,MWe,3,0,0
Rhynchosinapis monensis,Isle Of Man Cabbage,Biennial,0.3,-, ,LMH,SN,M,2,0, 
Rhynchosinapis wrightii,Lundy Cabbage,Perennial,1.0,6-9, ,LMH,SN,M,4,0, 
Ribes aciculare, ,Shrub,1.0,3-7, ,LMH,SN,M,3,0, 
Ribes alpinum,Alpine Currant,Shrub,1.2,2-7,M,LMH,SN,M,3,0,4
Ribes altissimum, ,Shrub,3.0,5-9, ,LMH,SN,M,3,0, 
Ribes ambiguum, ,Shrub,0.6,5-9, ,LMH,SN,M,2,0, 
Ribes americanum,American Blackcurrant,Shrub,1.8,-, ,LMH,SN,M,2,1, 
Ribes aureum,Golden Currant,Shrub,2.4,3-8, ,LMH,SN,DM,4,1,0
Ribes bracteosum,Stink Currant,Shrub,2.5,6-9, ,LMH,N,M,2,1, 
Ribes burejense,"Bureja gooseberry,",Shrub,1.0,4-8, ,LMH,SN,M,4,0,0
Ribes californicum,Hillside Gooseberry,Shrub,0.0,6-9, ,LMH,N,M,2,0, 
Ribes cereum,Wax Currant,Shrub,1.8,4-8, ,LMH,N,DM,2,1, 
Ribes curvatum,Granite gooseberry,Shrub,1.0,6-9, ,LMH,SN,M,3,0, 
Ribes cynosbati,"Dogberry, Eastern prickly gooseberry",Shrub,1.5,0-0, ,LMH,SN,M,3,1,0
Ribes diacanthum,Siberian currant,Shrub,1.8,0-0, ,LMH,SN,M,2,0, 
Ribes distans, ,Shrub,0.6,4-8, ,LMH,SN,M,2,0, 
Ribes divaricatum,"Coastal Black Gooseberry, Spreading gooseberry, Parish's gooseberry, Straggly gooseberry",Shrub,2.7,4-8, ,LMH,SN,M,4,1,2
Ribes fasciculatum, ,Shrub,1.5,4-8, ,LMH,SN,M,1,0, 
Ribes fragrans, ,Shrub,0.6,3-7, ,LMH,SN,M,3,0, 
Ribes gayanum, ,Shrub,1.5,7-10, ,LMH,SN,M,3,0, 
Ribes glaciale, ,Shrub,3.0,-, ,LMH,SN,M,2,0, 
Ribes glandulosum,Skunk Currant,Shrub,0.4,-, ,LMH,SN,M,2,1, 
Ribes griffithii, ,Shrub,2.5,-, ,LMH,SN,M,2,0, 
Ribes himalense, ,Shrub,2.0,5-9, ,LMH,SN,M,3,1, 
Ribes hirtellum,"Currant-Gooseberry, Hairystem gooseberry",Shrub,1.0,4-8, ,LMH,N,M,3,0,0
Ribes horridum, ,Shrub,1.5,-, ,LMH,SN,M,3,0, 
Ribes hudsonianum,"Hudson Bay Currant, Northern black currant, Western black currant",Shrub,1.0,0-0, ,LMH,SN,M,2,1, 
Ribes inebrians,Whisky Currant,Shrub,2.0,4-8, ,LMH,SN,M,2,1, 
Ribes inerme,"Whitestem Gooseberry, Klamath gooseberry",Shrub,2.0,5-9, ,LMH,SN,M,2,0, 
Ribes irriguum,Idaho Gooseberry,Shrub,3.0,-, ,LMH,SN,M,2,1, 
Ribes janczewskii, ,Shrub,0.0,-, ,LMH,SN,M,3,0, 
Ribes japonicum, ,Shrub,0.0,6-9, ,LMH,SN,M,2,0, 
Ribes lacustre,"Prickly Blackcurrant, Prickly currant",Shrub,1.5,4-8, ,LMH,SN,M,3,1,2
Ribes latifolium, ,Shrub,2.0,-, ,LMH,SN,M,2,0, 
Ribes laurifolium, ,Shrub,1.0,8-11,S,LMH,SN,M,2,0, 
Ribes laxiflorum,"White-Flowered Currant, Trailing black currant",Shrub,0.3,4-8, ,LMH,SN,M,2,1, 
Ribes leptanthum,Trumpet Gooseberry,Shrub,1.0,5-9, ,LMH,SN,M,2,0, 
Ribes lobbii,Gummy Gooseberry,Shrub,1.8,6-9, ,LMH,N,M,1,1, 
Ribes longiracemosum, ,Shrub,3.5,5-9, ,LMH,SN,M,3,0, 
Ribes luridum, ,Shrub,1.0,4-8, ,LMH,SN,M,2,0, 
Ribes magellanicum, ,Shrub,4.0,-, ,LMH,SN,M,2,1, 
Ribes mandschuricum, ,Shrub,3.0,5-9, ,LMH,SN,M,2,0, 
Ribes maximowiczii, ,Shrub,2.7,5-9, ,LMH,SN,M,4,0, 
Ribes maximowiczii floribundum, ,Shrub,2.7,5-9, ,LMH,SN,M,4,0, 
Ribes menziesii,Canyon Gooseberry,Shrub,1.8,6-9, ,LMH,N,M,2,0, 
Ribes meyeri, ,Shrub,1.5,6-9, ,LMH,SN,M,3,0, 
1 2 3 4 5 6,1,2,3,4,5,6,,,,,
Ribes missouriense,Missouri Gooseberry,Shrub,2.0,4-8, ,LMH,SN,M,3,0,0
Ribes montigenum,Gooseberry-Currant,Shrub,0.8,5-9, ,LMH,N,M,3,0,0
Ribes multiflorum,Manyflower currant,Shrub,2.0,5-9, ,LMH,SN,M,2,0, 
Ribes nigrum,"Blackcurrant, European black currant",Shrub,1.8,4-8, ,LMH,SN,M,5,3,2
Ribes niveum,"Slender Branched Gooseberry, Snow currant",Shrub,2.7,5-9, ,LMH,N,M,2,0, 
Ribes odoratum,Buffalo Currant,Shrub,2.5,4-8, ,LMH,SN,M,4,1, 
Ribes orientale, ,Shrub,1.8,4-8, ,LMH,SN,M,2,1, 
Ribes oxyacanthoides,"American Mountain Gooseberry, Canadian gooseberry, Stream currant, Henderson's currant, Idaho go",Shrub,1.5,0-0, ,LMH,SN,M,3,1, 
Ribes palczewskii, ,Shrub,1.5,-, ,LMH,SN,M,3,0, 
Ribes petiolare,Wetern Blackcurrant,Shrub,1.5,3-7, ,LMH,SN,M,3,0, 
Ribes petraeum,"Rock Red Currant, Currant",Shrub,1.8,5-9, ,LMH,SN,M,3,0,0
Ribes petraeum biebersteinii, ,Shrub,1.5,5-9, ,LMH,SN,M,3,0, 
Ribes pinetorum,Orange Gooseberry,Shrub,0.0,5-9, ,LMH,N,M,3,0,0
Ribes procumbens,Trailing red currant,Shrub,0.2,3-7, ,LMH,SN,M,4,0, 
Ribes punctatum, ,Shrub,0.0,-, ,LMH,SN,M,3,0, 
Ribes roezlii,Sierra Gooseberry,Shrub,1.5,6-9, ,LMH,SN,DM,2,0, 
Ribes rotundifolium,Appalachian Gooseberry,Shrub,1.0,5-9, ,LMH,SN,M,3,1, 
Ribes rubrum,"Red Currant, Cultivated currant",Shrub,1.2,4-8, ,LMH,SN,M,4,1,2
Ribes sachalinense, ,Shrub,1.0,-, ,LMH,SN,M,3,0, 
Ribes sanguineum,"Flowering Currant, Blood currant",Shrub,2.5,5-9,M,LMH,SN,M,2,0, 
Ribes sanguineum glutinosum,Flowering Currant,Shrub,2.7,5-9, ,LMH,SN,M,2,0, 
Ribes sativum,Redcurrant,Shrub,1.0,5-9, ,LMH,SN,M,3,0, 
Ribes setosum,Missouri Gooseberry,Shrub,1.0,-, ,LMH,SN,M,2,0, 
Ribes sinanense, ,Shrub,0.0,-, ,LMH,SN,M,2,0, 
Ribes spicatum,"Nordic Currant, Currant",Shrub,2.0,3-7, ,LMH,SN,M,2,0, 
Ribes stenocarpum, ,Shrub,2.0,5-9, ,LMH,SN,M,2,0, 
Ribes triste,"American Red Currant, Red currant",Shrub,0.5,0-0, ,LMH,SN,M,3,1,0
Ribes ussuriense, ,Shrub,0.0,-, ,LMH,SN,M,2,0, 
Ribes uva-crispa,"Gooseberry, European gooseberry",Shrub,1.2,4-8,M,LMH,SN,M,5,1,2
Ribes valdivianum, ,Shrub,3.5,-, ,LMH,SN,M,2,0, 
Ribes viburnifolium, ,Shrub,2.0,8-11, ,LMH,SN,M,2,0, 
Ribes viscosissimum,Sticky Currant,Shrub,1.0,6-9, ,LMH,SN,M,2,0, 
Ribes warszewiczii,Downy currant,Shrub,1.5,3-7, ,LMH,SN,M,4,0, 
Ribes x culverwellii,Jostaberry,Shrub,1.8,5-9, ,LMH,SN,M,5,0,0
Ribes x holosericeum, ,Shrub,1.5,4-8, ,LMH,SN,M,2,0, 
Ribes x houghtonianum, ,Shrub,2.0,4-8, ,LMH,SN,M,2,0, 
Ribes x robustum, ,Shrub,0.0,5-9, ,LMH,SN,M,2,0, 
Ricinodendron heudelotii,"Manketti nut, Zambezi almond, African oil-nut-tree",Tree,40.0,10-12,F,LM,N,M,3,3,4
Ricinus communis,"Castor-Oil Plant, Castorbean, Palma Christi, Wonder Tree, Castor Oil Plant",Shrub,1.5,10-11,F,LMH,N,M,1,4,0
Ripogonum scandens,Supple Jack,Climber,10.0,9-11, ,LMH,S,M,2,1, 
Robinia fertilis,Bristly Locust,Shrub,2.0,4-8,M,LMH,N,DM,0,0, 
Robinia flava, ,Tree,0.0,-, ,LMH,SN,DM,1,0, 
Robinia hispida,"Bristly locust, Rose-acacia, or Moss locust",Shrub,3.5,4-8,F,LMH,N,DM,0,1,3
Robinia luxurians,New Mexico locust,Tree,8.0,4-8, ,LMH,SN,DM,1,0, 
Robinia neomexicana,"New Mexico Locust, Rusby's locust, Locust",Tree,2.0,4-8,M,LMH,SN,DM,1,1, 
Robinia pseudoacacia,"Black Locust, Yellow Locust",Tree,25.0,4-9,F,LMH,N,DM,3,2,4
Robinia viscosa,"Clammy Locust, Hartweg's locust",Tree,13.0,3-7,M,LMH,SN,DM,0,0,3
Rodgersia podophylla, ,Perennial,1.3,-, ,LMH,SN,MWe,1,0, 
Rohdea japonica, ,Perennial,0.3,6-9, ,LMH,S,M,0,2, 
Romanzoffia suksdorfii,California mistmaiden,Perennial,0.3,6-9, ,LMH,FS,M,1,0, 
Romanzoffia unalaschkensis, ,Perennial,0.3,-, ,LMH,FS,M,1,0, 
Romulea bulbocodium, ,Corm,0.2,6-9, ,L,N,DM,1,0, 
Rorippa amphibia,Great Yellow Cress,Perennial,1.2,5-9, ,LMH,SN,MWeWa,3,0, 
Rorippa globosa,Globe yellowcress,Annual/Perennial,0.7,0-0, ,LMH,N,M,1,0, 
Rorippa indica, ,Perennial,0.3,-, ,LMH,SN,M,2,1, 
Rorippa palustris,"Yellow Marsh Cress, Bog yellowcress, Hispid yellowcress, Western bog yellowcress",Annual/Biennial,0.6,0-0, ,LMH,SN,MWe,2,1,0
Rosa acicularis,Prickly Rose,Shrub,2.5,-, ,LMH,SN,M,2,2, 
Rosa arkansana,Low Prairie Rose,Shrub,1.2,4-8, ,LMH,SN,M,2,1,0
Rosa arkansana suffulta,Prairie Rose,Shrub,0.0,4-8, ,LMH,SN,M,2,1, 
Rosa banksiae,Banksia Rose,Shrub,10.0,6-9,F,LMH,N,M,2,1, 
Rosa blanda,"Labrador Rose, Smooth rose, Hispid rose",Shrub,2.0,0-0, ,LMH,SN,M,2,2, 
Rosa californica,California Wild Rose,Shrub,2.5,4-8, ,LMH,SN,M,2,2, 
Rosa canina,Dog Rose,Shrub,3.0,3-7,F,LMH,SN,MWe,3,3,4
Rosa carolina,"Pasture Rose, Carolina rose",Shrub,1.5,4-8, ,LMH,SN,DM,2,1, 
Rosa centifolia,"Provence Rose, Cabbage rose",Shrub,1.5,5-9, ,LMH,SN,M,2,2, 
Rosa chinensis,China Rose,Shrub,6.0,6-9, ,LMH,SN,M,1,2, 
Rosa coriifolia, ,Shrub,2.0,4-8, ,LMH,SN,M,2,1, 
Rosa corymbifera,Dog rose,Shrub,3.0,5-9, ,LMH,SN,M,3,1,0
Rosa cymosa, ,Shrub,12.0,6-9, ,LMH,SN,M,2,2, 
Rosa davurica,Amur rose,Shrub,1.5,4-8, ,LMH,SN,M,2,1, 
Rosa dumalis, ,Shrub,2.0,4-8, ,LMH,SN,M,2,1, 
Rosa fedtschenkoana, ,Shrub,2.0,4-8, ,LMH,SN,M,2,1, 
Rosa fraxinellaefolia, ,Shrub,0.0,-, ,LMH,SN,M,2,1, 
Rosa gallica,French Rose,Shrub,2.0,4-8, ,LMH,SN,M,2,2, 
Rosa gigantea,Manipur Wild-Tea Rose,Shrub,15.0,8-11, ,LMH,SN,M,3,1, 
Rosa glauca,Red-Leafed Rose,Shrub,2.5,-, ,LMH,SN,M,2,1, 
