Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Ixeris dentata, ,Perennial,0.5,-, ,LMH,SN,M,2,0, 
Ixeris japonica, ,Perennial,0.2,-, ,LMH,SN,M,1,0, 
Ixeris polycephala, ,Biennial,0.3,-, ,LMH,SN,MWe,1,1, 
Kickxia elatine,"Fluellen, Sharpleaf cancerwort",Annual,0.5,0-0, ,LM,SN,M,0,1,0
Kummerowia stipulacea,"Korean Lespedeza, Korean clover",Annual,0.4,0-0,F,LMH,N,DM,0,1,0
Lablab purpureus,"Hyacinth Bean, Bonavist-bean",Perennial Climber,2.0,8-9,F,LMH,N,M,4,2, 
Laburnum alpinum,"Scotch Laburnum, Alpine Bea Tree, Alpine Golden Chain Tree",Tree,5.0,4-7,F,LMH,SN,DM,0,1, 
Laburnum anagyroides,"Laburnum, Golden chain tree",Tree,6.0,4-8,F,LMH,SN,DM,0,1,4
Lachnanthes carolina,Red Root,Perennial,1.0,-, ,LM,SN,M,0,2, 
Lactuca biennis,Tall Blue Lettuce, ,0.0,-, ,LMH,SN,M,0,1, 
Lactuca canadensis,Canada Lettuce,Biennial,3.0,-, ,LM,SN,M,2,3, 
Lactuca capensis, ,Perennial,0.5,-, ,LM,SN,M,1,2, 
Lactuca debilis, ,Perennial,0.0,-, ,LM,SN,M,3,2, 
Lactuca formosana, , ,0.0,-, ,LM,SN,M,1,2, 
Lactuca indica,Indian Lettuce,Perennial,1.2,-, ,LM,SN,M,3,2, 
Lactuca indica dracoglossa, ,Annual/Biennial,1.0,-, ,LM,SN,M,2,2, 
Lactuca indica laciniata, ,Perennial,1.2,-, ,LM,SN,M,3,2, 
Lactuca ludoviciana,"Western Wild Lettuce, Biannual lettuce",Biennial,1.2,0-0, ,LM,SN,M,2,2, 
Lactuca perennis,Perennial Lettuce,Perennial,0.6,5-9, ,LM,N,DM,3,2, 
Lactuca pulchella,Blue Lettuce,Perennial,1.0,-, ,LM,SN,M,2,2, 
Lactuca quercina,Wild Lettuce,Annual/Biennial,1.0,-, ,LM,SN,M,2,3, 
Lactuca raddeana, ,Annual/Biennial,0.6,-, ,LM,SN,M,2,2, 
Lactuca sativa,"Lettuce, Garden lettuce",Annual/Biennial,0.9,5-9, ,LM,SN,M,3,3,1
Lactuca sativa angustana,Celtuce,Annual/Biennial,0.6,5-9, ,LM,SN,M,3,3, 
Lactuca sativa capitata,Cabbage Lettuce,Annual/Biennial,0.9,5-9, ,LM,SN,M,3,3, 
Lactuca sativa crispa,Cutting Lettuce,Annual/Biennial,0.9,5-9, ,LM,SN,M,3,3, 
Lactuca sativa longifolia,Cos Lettuce,Annual/Biennial,0.9,5-9, ,LM,SN,M,3,3, 
Lactuca serriola,Prickly Lettuce,Biennial,1.5,6-9, ,LM,N,M,2,3,0
Lactuca sibirica,Prickly lettuce,Perennial,1.0,0-0, ,LM,SN,M,2,2, 
Lactuca triangulata, ,Biennial/Perennial,1.0,-, ,LM,SN,M,1,2, 
Lactuca virosa,"Wild Lettuce, Bitter lettuce",Annual/Biennial,1.8,5-9, ,LM,N,M,1,3, 
Lacunaria jenmanii,Moela de mutum,Tree,10.0,10-12,S,LMH,SN,M,4,0,2
Lagarostrobus colensoi, ,Tree,0.0,7-10, ,LM,S,M,0,0, 
Lagarostrobus franklinii,Huon Pine,Tree,15.0,7-10,S,LM,S,M,2,0, 
Lagenaria siceraria,Bottle Gourd,Annual Climber,9.0,10-12,F,LMH,N,M,3,2,5
Lagerstroemia indica,"Crepe Myrtle, Crepeflower",Shrub,5.0,7-9,M,LMH,N,DM,0,2, 
Lagochilus inebrians,Intoxicating Mint,Shrub,1.0,-, ,LM,N,DM,1,2, 
Lagoecia cuminoides,Wild Cumin,Annual,0.3,-, ,LMH,SN,M,1,0, 
Lallemantia iberica, ,Annual/Biennial,0.5,6-9, ,LM,N,M,3,0, 
Lamium album,White Dead Nettle,Perennial,0.6,5-9,M,LMH,SN,M,2,3,3
Lamium amplexicaule,"Henbit, Henbit deadnettle",Annual,0.3,0-0, ,LM,N,DM,2,1,0
Lamium galeobdolon,Yellow Archangel,Perennial,0.3,3-9,F,LMH,FSN,M,2,1,3
Lamium purpureum,"Red Dead Nettle, Purple deadnettle",Annual,0.3,4-8, ,LMH,SN,M,2,1,0
Lancea tibetica, ,Perennial,0.1,-, ,LMH,SN,M,0,2, 
Landolphia heudelotii,"Guinea gumvine, Landolphia rubber",Climber,15.0,10-12,F,LM,N,MWe,3,2,3
Landolphia kirkii,"Sand apricot-vine, Coast rubber vine, Wildpeach",Climber,15.0,10-12,F,LMH,SN,M,2,0,2
Lansium domesticum,"Langsat, Lansa, Lanzon",Tree,15.0,11-12,S,MH,SN,M,4,2,3
Lantana camara,"Wild Sage, Lantana Verbena",Shrub,1.8,8-12,F,LMH,SN,DMWe,2,4,3
Lapageria rosea,Chilean Bellflower,Climber,5.0,8-11,M,LMH,FS,DM,3,0, 
Laportea bulbifera, ,Perennial,0.6,-, ,LMH,SN,M,3,0, 
Laportea canadensis,Canadian Wood Nettle,Perennial,1.0,0-0, ,LMH,SN,M,3,1,2
Laportea macrostachya, ,Perennial,0.8,-, ,LMH,SN,M,3,0, 
Lapsana apogonoides, ,Biennial,0.3,-, ,LMH,SN,M,1,0, 
Lapsana communis,"Nipplewort, Common nipplewort",Annual,0.9,4-8, ,LMH,SN,M,2,0,0
Lapsana humilis, ,Biennial,0.3,-, ,LMH,SN,M,1,0, 
Lardizabala biternata,Zabala Fruit,Climber,3.5,8-11, ,LM,S,M,3,0, 
Laretia acaulis, , ,0.0,-, ,LMH,SN,M,0,0, 
Larix decidua,"Larch, European Larch, Common Larch",Tree,45.0,3-6,F,LM,N,M,2,3, 
Larix gmelinii,"Dahurian Larch, Kurile larch",Tree,30.0,0-0,S,LM,N,M,0,0, 
Larix kaempferi,Japanese Larch,Tree,45.0,4-6,F,LMH,SN,M,0,0, 
Larix laricina,"Tamarack, Hackmatack, American Larch",Tree,18.0,2-5,M,LM,N,MWe,2,2, 
Larix lyallii,Sub-Alpine Larch,Tree,25.0,3-7, ,LMH,SN,M,1,0, 
Larix occidentalis,Western Larch,Tree,45.0,2-6,F,LM,N,M,2,2, 
Larix potaninii,Larch,Tree,35.0,4-8,M,LM,N,M,0,0, 
Larix sibirica,Siberian Larch,Tree,30.0,-, ,LMH,SN,M,0,0, 
Larix x marschlinsii,Dunkeld Hybrid Larch,Tree,50.0,2-6,F,LM,N,M,0,0, 
Larrea tridentata,Creosote Bush - Chaparral,Shrub,4.0,7-10, ,LMH,SN,M,2,2,3
Laser trilobum,Gladich,Perennial,1.2,-, ,LMH,SN,M,2,0, 
Laserpitium latifolium,Laserwort,Perennial,1.5,-, ,LMH,SN,M,1,1, 
Laserpitium prutenicum, ,Biennial,0.9,-, ,LMH,SN,M,0,1, 
Laserpitium siler, ,Perennial,1.0,-, ,LMH,SN,M,1,1, 
Lasthenia glabrata,"Yellowray Goldfields, Coulter's goldfields",Annual,0.3,0-0, ,LMH,N,M,1,0, 
Lathyrus alatus, ,Perennial,0.6,-, ,LMH,SN,M,1,0, 
Lathyrus aphaca,Yellow-Flowered Pea,Annual,0.9,-, ,LMH,N,DM,1,1, 
Lathyrus cicera,"Chickling Vetch, Red pea",Annual,0.0,0-0, ,LMH,N,M,1,0, 
Lathyrus davidii, ,Perennial,1.2,5-9, ,LMH,SN,M,1,0, 
Lathyrus japonicus,"Beach Pea, Smallflower beach pea",Perennial,0.6,3-7, ,LMH,N,DM,2,0, 
Lathyrus japonicus maritimus,Beach Pea,Perennial,0.6,3-7, ,LMH,N,DM,2,0,3
Lathyrus latifolius,"Perennial Sweet Pea, Perennial pea",Perennial Climber,2.0,5-9,F,LMH,SN,DM,1,0,2
Lathyrus linifolius montanus,Bitter Vetch,Perennial,0.6,5-9, ,LMH,SN,M,2,0,3
Lathyrus nervosus,Lord Anson's Pea,Perennial Climber,0.5,8-11, ,LMH,N,M,2,0, 
Lathyrus ochroleucas,Cream Peavine,Perennial,1.0,-, ,LMH,SN,M,1,1, 
1 2 3 4 5 6,1,2,3,4,5,6,,,,,
Lathyrus ochrus,Cyprus Vetch,Annual,0.6,-, ,LMH,N,DM,1,0, 
Lathyrus odoratus,"Sweet Pea, Wild Pea,Vetchling",Annual Climber,2.0,2-11,F,LMH,SN,M,1,0,3
Lathyrus ornatus,Bush Vetchling,Perennial,0.3,3-7, ,LMH,N,DM,1,1, 
Lathyrus palustris,"Slenderstem Peavine, Marsh pea",Perennial Climber,1.2,4-8, ,LMH,N,MWe,1,0, 
Lathyrus polymorphus,"Manystem Peavine, Hoary pea",Perennial,0.4,0-0, ,LMH,N,M,1,0, 
Lathyrus pratensis,Meadow Vetchling,Perennial,1.2,4-8, ,LMH,N,MWe,0,1, 
Lathyrus quinquenervius, ,Perennial,0.6,-, ,LMH,N,MWe,1,0, 
Lathyrus sativus,"Chickling Pea, White pea",Annual,0.6,0-0, ,LMH,N,M,2,1, 
Lathyrus sylvestris,"Flat pea, Wood pea",Perennial Climber,1.5,6-9,F,LMH,SN,M,0,0,3
Lathyrus tuberosus,"Earthnut Pea, Tuberous sweetpea",Perennial,1.2,5-9, ,LMH,SN,M,5,0,3
Laurelia novae-zealandiae,Pukatea,Tree,10.0,8-11, ,LMH,S,M,0,1, 
Laurelia sempervirens,Chilean Laurel,Tree,15.0,8-11, ,LMH,SN,M,2,1, 
Laurus nobilis,"Bay Tree, Sweet bay, Grecian Laurel, True Laurel,",Tree,12.0,8-10,S,LMH,SN,DM,3,3,4
Lavandula angustifolia,"English Lavender, True Lavender",Shrub,1.2,5-8,S,LMH,N,DM,2,3,5
Lavandula dentata, ,Shrub,1.0,8-11, ,LMH,N,DM,0,1,3
Lavandula latifolia,"Spike Lavender, Broadleaved lavender",Shrub,0.4,6-9, ,LMH,N,DM,2,2,5
Lavandula stoechas,French Lavender,Shrub,0.8,7-10, ,LMH,N,DM,0,2,4
Lavandula x intermedia,"Lavender, Lavandin",Shrub,1.2,5-9,S,LMH,N,DM,2,2,5
Lavatera arborea,Tree Mallow,Biennial,3.0,-,F,LMH,N,DM,2,1, 
Lavatera cachemiriana,Lavatera,Perennial,2.4,7-10,F,LMH,N,DM,2,1, 
Lavatera plebeia,Lavatera,Annual/Perennial,1.5,-, ,LMH,N,DM,2,1, 
Lavatera species,Tree Lavatera,Shrub,2.4,7-10,F,LMH,N,DM,2,0, 
Lavatera thuringiaca,"Lavatera, Tree lavatera",Perennial,1.8,7-10,F,LMH,N,DM,3,0, 
Lavatera trimestris,Annual mallow,Annual,0.8,0-0,F,LM,N,DM,2,0, 
Layia glandulosa,Whitedaisy Tidytips,Annual,0.3,-, ,LM,N,DM,1,0, 
Layia platyglossa,Coastal Tidytips,Annual,0.3,-,F,LM,N,DM,1,0, 
Lecythis corrugata,"Mahot rouge, Guacharaco",Tree,25.0,10-12,M,LMH,N,M,3,0,4
Lecythis minor,Coco de mono,Tree,15.0,10-12,M,LMH,N,M,4,0,0
Lecythis ollaria,"Monkey Pot. Sapucaia nut, Pot nut",Tree,35.0,11-12,S,LMH,N,M,3,0,3
Lecythis pisonis,Paradise Nut. Brazilian Monkey Pot,Tree,40.0,10-12,M,MH,N,MWe,3,2,3
Lecythis zabucajo,"Sapucaia. Sapucaia nut, Paradise nut, Monkey nut",Tree,30.0,11-12,M,LMH,N,M,3,1,3
Ledebouriella seseloides,Fang Feng,Perennial,0.3,-, ,LMH,SN,M,1,2, 
Ledum columbianum,Labrador tea,Shrub,1.0,0-0, ,LMH,FS,M,2,1, 
Ledum glandulosum,"Labrador Tea, Western Labrador tea",Shrub,1.5,0-0, ,LMH,FSN,M,2,1, 
Ledum groenlandicum,"Labrador Tea, Bog Labrador tea",Shrub,1.5,0-0, ,LMH,FSN,MWe,2,3, 
Ledum palustre,"Wild Rosemary, Marsh Labrador tea",Shrub,1.0,0-0, ,LMH,FSN,MWe,2,3, 
Legousia pentagonia, ,Annual,0.3,-, ,LMH,N,M,2,0, 
Legousia speculum-veneris,Venus' Looking Glass,Annual,0.3,-, ,LMH,N,M,2,0, 
Leibnitzia anandria, ,Perennial,0.2,3-7, ,LMH,N,M,1,0, 
Leichhardtia leptophylla,Milk Vine,Climber,0.0,-, ,LMH,SN,M,1,0, 
Leitneria floridana,Corkwood,Shrub,6.0,4-8, ,LMH,SN,MWe,0,0, 
Lemna gibba,"Gibbous Duckweed, Swollen duckweed, Windbags, Duckweed",Perennial,0.2,4-11,F, ,N,Wa,3,0, 
Lemna minor,"Duckweed, Common duckweed",Perennial,0.0,4-8, , ,N,Wa,1,2, 
Lemna trisulca,Star Duckweed,Perennial,0.0,4-8, , ,N,Wa,0,1, 
Lens culinaris,Lentil,Annual,0.5,7-12, ,LMH,N,DM,4,1,2
Lens ervoides, ,Annual,0.3,-, ,LMH,N,DM,1,0, 
Leontice leontopetalum,Rakaf,Perennial,0.5,5-9, ,LMH,N,DM,1,1, 
Leontodon hispidus,"Rough Hawkbit, Bristly hawkbit",Perennial,0.5,5-9, ,LMH,N,M,2,1, 
Leontopodium alpinum,Edelweiss,Perennial,0.2,5-9,M,LMH,SN,M,0,1, 
Leontopodium discolor, ,Perennial,0.2,5-9, ,LM,N,M,1,0, 
Leonurus cardiaca,"Motherwort, Common motherwort",Perennial,1.0,3-7, ,LMH,SN,M,2,3,0
Leonurus japonicus, ,Annual/Biennial,0.9,-, ,LMH,SN,M,0,3, 
Leonurus macranthus, ,Perennial,1.0,-, ,LMH,SN,M,1,1, 
Leonurus sibiricus,"Chinese Motherwort, Honeyweed",Annual/Biennial,1.0,5-9, ,LMH,SN,M,2,3, 
Leopoldinia piassaba,Piassaba,Tree,10.0,10-12,F,LMH,N,MWe,2,4,0
Lepidium apetalum, ,Annual/Biennial,0.3,-, ,LMH,SN,M,2,2, 
Lepidium campestre,"Pepperwort, Field pepperweed",Annual/Biennial,0.6,0-0, ,LMH,SN,DM,2,0,0
Lepidium chilense, , ,0.0,-, ,LMH,SN,M,1,0, 
Lepidium densiflorum,Common Pepperweed,Annual/Biennial,0.5,0-0, ,LMH,SN,DM,2,1,0
Lepidium diffusum, , ,0.0,-, ,LMH,SN,M,2,0, 
Lepidium fremontii,Desert Pepperweed,Perennial,0.5,-, ,LMH,SN,DM,2,0, 
Lepidium graminifolium,Grassleaf pepperweed,Perennial,0.1,0-0, ,LMH,SN,DM,2,0, 
Lepidium hyssopifolium,Hyssopleaf pepperweed,Annual/Biennial,0.0,0-0, ,LMH,SN,M,1,0, 
Lepidium iberis, ,Annual,0.3,-, ,LMH,SN,M,1,1, 
Lepidium incisum, ,Annual,0.2,-, ,LMH,SN,M,1,0, 
Lepidium intermedium, ,Annual/Biennial,0.3,-, ,LMH,SN,M,2,0, 
Lepidium latifolium,"Dittander, Broadleaved pepperweed",Perennial,1.2,5-9, ,LMH,SN,M,3,1,0
Lepidium meyenii,Maca,Perennial,0.1,0-0, ,LMH,SN,M,5,3,0
Lepidium nitidum,"Shining Pepperweed, Howell's pepperweed",Annual,0.3,0-0, ,LMH,SN,M,2,0, 
Lepidium oleraceum, ,Perennial,0.0,-, ,LMH,SN,M,2,0, 
Lepidium perfoliatum,Clasping pepperweed,Annual/Biennial,0.3,0-0, ,LMH,SN,M,1,1,0
Lepidium rotundum,Veined Peppercress,Perennial,0.2,-, ,LMH,SN,M,2,0, 
Lepidium ruderale,"Narrow Leaved Peppergrass, Rroadside pepperweed",Annual/Biennial,0.3,0-0, ,LMH,SN,M,2,1, 
Lepidium sativum,"Cress, Gardencress pepperweed",Annual,0.5,6-9, ,LMH,SN,M,3,1, 
Lepidium spp.,Perennial Lepidium,Perennial,1.2,3-10,F,LMH,SN,M,5,3,0
Lepidium virginicum,"Wild Pepper Grass, Virginia pepperweed, Intermediate pepperweed, Menzies' pepperweed, Hairy pepperwe",Annual/Biennial,0.5,0-0, ,LMH,SN,M,2,2,0
Lepidogrammitis drymoglossoides, ,Fern,0.0,-, ,LMH,S,M,0,1, 
Lepidosperma gladiatum,Coast Sword-Sedge,Perennial,1.5,-, ,LMH,SN,M,0,0, 
Lepidothamnus intermedius,Yellow Silver Pine,Tree,10.0,7-10,S,LM,S,M,0,0, 
Lepironia articulata,"Grey sedge, Cicao",Perennial,1.5,10-12,F,LMH,SN,MWeWa,0,0,3
Leplaea cedrata,Scented Guarea,Tree,45.0,10-12,S,LMH,FSN,M,0,2,4
Leplaea thompsonii,Black Guarea,Tree,35.0,10-12,S,LMH,FSN,M,0,2,4
Leptadenia hastata,"Akamongot, Anvara",Perennial Climber,1.5,10-12,M,LMH,N,DM,4,3,2
Leptocarpus similis, , ,0.0,-, ,LMH,SN,M,0,0, 
Leptomeria acida,Native Currant,Shrub,3.0,-, ,LMH,SN,M,1,0, 
Leptomeria aphylla, , ,0.0,-, ,LMH,SN,M,0,0, 
Leptomeria drupacea, , ,0.0,-, ,LMH,SN,M,0,0, 
Leptospermum ericoides, ,Shrub,3.0,7-10, ,LMH,N,M,1,1, 
Leptospermum laevigatum,"Coast Tea Tree, Australian teatree",Shrub,9.0,8-11, ,LMH,N,M,1,0, 
Leptospermum lanigerum,woolly tea-tree,Shrub,5.0,7-10,M,LM,N,M,2,0,2
Leptospermum liversidgei,Lemon-Scented Tea Tree,Shrub,4.0,7-10, ,LMH,N,M,2,1, 
Leptospermum petersonii,"Lemon Tea Tree, Common teatree",Shrub,4.5,8-11, ,LMH,N,M,1,1, 
Leptospermum polygalifolium, ,Shrub,3.0,7-10, ,LMH,N,M,1,0, 
Leptospermum scoparium,"Tea Tree, Broom teatree, Manuka, New Zealand Tea Tree",Shrub,5.0,8-11,M,LMH,N,DM,3,0,3
Lespedeza bicolor,"Lespedeza, Shrub lespedeza",Shrub,3.0,4-8,M,LM,SN,DM,3,0,4
Lespedeza buergeri, ,Shrub,1.5,5-9, ,LM,N,M,1,0, 
Lespedeza capitata,Roundhead Lespedeza,Shrub,1.0,4-8, ,LM,N,M,1,2,3
Lespedeza cuneata,"Chinese Lespedeza, Sericea lespedeza",Shrub,1.0,0-0, ,LM,N,M,1,2,0
Lespedeza cyrtobotrya,Leafy lespedeza,Shrub,2.0,5-9, ,LM,N,M,1,0, 
Lespedeza floribunda, ,Shrub,0.6,-, ,LM,N,M,1,0, 
1 2 3 4 5 6,1,2,3,4,5,6,,,,,
Lespedeza formosa,Oriental lespedeza,Shrub,2.0,5-9, ,LM,N,M,0,0, 
Lespedeza juncea,"Chinese Lespedeza, Juncea lespedeza",Shrub,1.2,4-8, ,LM,N,M,1,1, 
Lespedeza maximowiczii, ,Shrub,3.5,4-8, ,LM,N,M,0,0,3
Lespedeza pilosa, ,Perennial,0.6,-, ,LM,N,M,1,1, 
Lespedeza tomentosa, ,Perennial,1.0,-, ,LM,N,M,1,0, 
Lesquerella fendleri,"Bladder Pod, Fendler's bladderpod",Perennial,0.4,0-0, ,LMH,SN,M,0,0, 
Lesquerella hybrids,Perennial Lesquerella,Perennial,0.6,7-11,F,LM,SN,DM,2,0,4
Lesquerella intermedia,"Bladder Pod, Mid bladderpod", ,0.0,0-0, ,LMH,SN,M,0,1, 
Letestua durissima,"Kong-Afane, Congotali",Tree,40.0,10-12,F,LMH,N,M,0,2,4
Leucaena diversifiolia,Ipil-ipil,Tree,15.0,10-12,F,LMH,SN,M,0,0,3
Leucaena leucocephala,"Leucaena, Lead Tree, White Tamarind",Tree,10.0,9-12,F,LMH,N,DM,3,2,4
Leucanthemum maximum,"Shasta Daisy, Max chrysanthemum",Perennial,0.8,5-9, ,LMH,N,M,0,0, 
Leucanthemum vulgare,"Ox-Eye Daisy, Marguerite",Perennial,0.6,3-9,M,LMH,N,M,2,2,0
Leucas cephalotes,Spiderwort,Annual,0.9,-, ,LMH,SN,M,1,2, 
Leucas lanata, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Leucocrinum montanum,"Sand Lily, Common starlily",Perennial,0.2,5-9, ,LMH,N,M,1,1, 
Leucojum aestivum,Summer Snowflake,Bulb,0.5,4-9,M,LMH,SN,MWe,1,0, 
Leucojum vernum,Spring Snowflake,Bulb,0.2,4-8, ,LMH,FS,M,0,0, 
Leucopogon lanceolatus, ,Shrub,3.0,-, ,LMH,SN,M,1,0, 
Leucopogon leptospermoides, ,Shrub,0.0,-, ,LMH,SN,M,1,0, 
Leucopogon montanus, ,Shrub,0.6,-, ,LMH,SN,M,1,0, 
Leucopogon suaveolens,Mingmingi, ,0.0,-, ,LMH,SN,M,0,0, 
Leucothoe axillaris,Coastal Doghobble,Shrub,1.8,5-9, ,LMH,S,M,0,1, 
Leucothoe grayana, ,Shrub,1.2,5-9, ,LM,S,M,0,1, 
Levisticum officinale,"Lovage, Garden lovage",Perennial,1.8,5-9,M,LMH,SN,M,3,3,2
Lewisia brachycalyx,Shortsepal lewisia,Perennial,0.2,4-8,S,LM,N,M,2,0, 
Lewisia columbiana,"Columbian Bitterroot, Columbian lewisia, Wallowa lewisia",Perennial,0.2,4-8,S,LM,SN,M,2,0, 
Lewisia pygmaea,"Pigmy Bitterroot, Alpine lewisia",Perennial,0.1,3-7, ,LM,N,M,2,0, 
Lewisia rediviva,Bitter-Root,Perennial,0.1,4-8, ,LM,N,M,2,2, 
Leycesteria formosa,Himalayan Honeysuckle,Shrub,2.5,10-11,M,LMH,SN,M,2,0, 
Leymus arenarius,"Lyme Grass, Sand ryegrass",Perennial,1.2,5-9,F,LMH,N,DM,2,0, 
Leymus condensatus,Giant Wild Rye,Perennial,2.0,6-9, ,LMH,N,DM,2,1, 
Leymus racemosus,"Volga Wild Rye, Mammoth wildrye",Perennial,1.2,4-8, ,LMH,N,DM,3,0, 
Leymus triticoides,"Squaw Grass, Beardless wildrye",Perennial,1.2,0-0, ,LMH,N,DM,3,0, 
Liatris chapmanii,Chapman's Blazing Star,Perennial,0.0,-, ,LM,SN,DM,0,1, 
Liatris punctata,"Snakeroot, Dotted blazing star, Mexican blazing star, Nebraska blazing star",Perennial,0.6,3-7, ,LM,SN,DM,1,2, 
Liatris scariosa,Devil's Bite,Perennial,0.8,3-7, ,LM,SN,DM,0,2, 
Liatris spicata,"Gayfeather, Dense blazing star, Spiked Blazing Star, Button Snakewot, Gayfeather, Spiked Gayfeather,",Perennial,0.6,3-9,M,LM,SN,MWe,0,3, 
Liatris squarrosa,"Scaly blazing star, Alabama blazing star",Perennial,0.9,4-8, ,LM,SN,DM,0,1, 
Libocedrus bidwillii, ,Tree,20.0,7-10,S,LMH,SN,M,0,0, 
Libocedrus plumosa,Kawaka,Tree,9.0,7-10,S,LMH,SN,M,0,0, 
Libocedrus uvifera, ,Tree,20.0,6-9,S,LMH,SN,M,0,0, 
Licania rigida,Oiticica,Tree,12.0,10-12,M,LMH,SN,MWe,0,0,3
Ligularia amplexicaulis, ,Perennial,1.0,-, ,LMH,SN,M,0,2, 
Ligularia hiberniflorum, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Ligularia hodgsonii, ,Perennial,0.7,4-8, ,LMH,SN,M,1,2, 
Ligularia intermedia, ,Perennial,1.0,-, ,LMH,SN,M,1,0, 
Ligularia japonica, ,Perennial,1.5,4-8, ,LMH,SN,M,1,0, 
Ligularia sibirica, ,Perennial,1.0,3-7, ,LMH,SN,M,1,0, 
Ligusticum brachylobum, ,Perennial,1.0,-, ,LMH,N,M,0,2, 
Ligusticum canadense,Canadian Licorice Root, ,0.0,-, ,LMH,SN,M,2,1, 
Ligusticum canbyi,Osha,Perennial,1.2,3-6,M,LMH,FS,M,3,0,2
Ligusticum filicinum,Fernleaf Licorice Root, ,0.0,-, ,LMH,SN,M,0,1, 
Ligusticum hultenii,Hulten's Licorice Root,Perennial,0.0,-, ,LMH,N,M,2,0, 
Ligusticum jeholense, ,Perennial,0.7,-, ,LMH,N,M,0,2, 
Ligusticum mutellina,"Mountain Lovage, Alpine lovage",Perennial,0.5,5-9, ,LMH,N,M,1,1, 
Ligusticum porteri,Porter's Licorice Root,Perennial,0.9,5-9, ,LMH,N,DM,1,3, 
Ligusticum scoticum,"Scottish Lovage, Scottish licorice-root, Hulten's licorice-root",Perennial,0.6,4-8, ,LMH,N,DM,3,2,2
Ligusticum sinense,Chuang Xiong,Perennial,1.0,5-9, ,LMH,N,M,0,3, 
Ligusticum wallichii,Chuan Xiong,Perennial,1.0,-, ,LMH,N,M,0,3, 
Ligustrum delavayanum, ,Shrub,3.0,6-9, ,LMH,FSN,M,0,0, 
Ligustrum indicum, ,Shrub,3.0,-, ,LMH,SN,M,1,0, 
Ligustrum japonicum,"Japanese Privet, Japanese Ligustrum, Waxleaf Ligustrum, Texas Privet, Waxleaf Privet",Shrub,5.0,7-10,M,LMH,SN,M,1,1, 
Ligustrum lucidum,"Chinese Privet, Glossy privet, White Wax Tree, Tree Ligustrum",Shrub,10.0,8-11,M,LMH,FSN,M,1,3,0
Ligustrum obtusifolium,Border privet,Shrub,3.0,4-7,M,LMH,SN,M,2,0,0
Ligustrum ovalifolium,"Privet, California privet",Shrub,4.0,4-8,M,LMH,FSN,DM,0,0,0
Ligustrum sinense,Chinese Privet,Shrub,3.0,7-10,M,LMH,SN,M,0,1,0
Ligustrum vulgare,"Privet, European privet , Common Privet",Shrub,3.0,4-7,M,LMH,SN,DM,0,1,0
Lilaea scilloides,Awl-leaf lilaea,Annual,0.3,0-0, ,LMH,SN,M,0,0, 
Lilium amabile, ,Bulb,1.0,4-8, ,LM,SN,M,2,0, 
Lilium auratum,Golden-Rayed Lily,Bulb,1.8,5-9, ,LM,SN,M,3,0, 
Lilium brownii,Hong Kong Lily,Bulb,1.2,4-8, ,LM,SN,M,3,2, 
Lilium bulbiferum,"Fire Lily, Orange lily",Bulb,1.2,6-9, ,LMH,SN,M,3,0, 
