Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Hibiscus moscheutos,"Swamp Rose Mallow, Crimsoneyed rosemallow, Wild Cotton, Common Rosemallow, Eastern Rosemallow, Swamp",Perennial,2.5,6-9,M,LMH,SN,M,1,2, 
Hibiscus mutabilis,"Cotton Rose, Dixie rosemallow",Shrub,3.0,7-10, ,LMH,N,M,2,2, 
Hibiscus radiatus,"Monarch Rosemallow. Ruby hibiscus, Clavelina",Shrub,2.0,9-11,M,LMH,SN,M,2,1,2
Hibiscus rosa-sinensis,"Chinese Hibiscus, Shoeblackplant, Hawaiian Hibiscus, Tropical Hibiscus, China Rose, Rose-of-China, S",Shrub,2.5,9-11,F,LMH,N,M,3,3,3
Hibiscus sabdariffa,Roselle,Annual/Perennial,3.0,9-12, ,LMH,N,M,3,3,2
Hibiscus sinosyriacus,Rose Of Sharon,Shrub,3.0,6-9,M,LMH,SN,M,4,2,3
Hibiscus syriacus,"Rose Of Sharon, Althaea, Shrub Althea, Hardy Hibiscus",Shrub,3.0,5-9,M,LMH,SN,M,4,2,2
Hibiscus tilliaceus,"Beach Hibiscus, Sea Hibiscus",Tree,8.0,10-12,F,LM,N,DMWe,2,1,3
Hibiscus trionum,Flower Of An Hour,Annual/Perennial,0.6,9-11,F,LMH,N,DM,2,1,0
Hieracium albertinum, , ,0.0,-, ,LMH,SN,M,0,0, 
Hieracium umbellatum,"Hawkweed, Narrowleaf hawkweed",Perennial,0.8,5-9, ,LMH,SN,M,1,1, 
Hieracium venosum,Rattlesnake Weed,Perennial,0.3,3-7, ,LMH,SN,M,0,1, 
Hierochloe odorata,Holy Grass,Perennial,0.6,4-8, ,LMH,SN,DMWe,2,2, 
Hilaria jamesii,"Galleta, James' galleta",Perennial,0.3,6-9, ,L,N,D,0,0, 
Himalayacalamus asper, ,Bamboo,6.0,-,F,LMH,SN,M,0,0, 
Himalayacalamus brevinodus, ,Bamboo,9.0,-,F,LMH,SN,M,2,0, 
Himalayacalamus cupreus, ,Bamboo,6.0,-,F,LMH,SN,M,3,0, 
Himalayacalamus falconeri, ,Bamboo,6.0,7-10,S,LMH,SN,M,3,0, 
Himalayacalamus fimbriatus, ,Bamboo,6.0,-,F,LMH,SN,M,1,0, 
Himalayacalamus hookerianus,Padang,Bamboo,9.0,7-10,F,LMH,SN,M,2,0, 
Himatanthus sucuuba,Plumeria sucuuba,Tree,12.0,10-12,M,LM,N,DM,0,4,2
Hippophae goniocarpa, ,Tree,15.0,-,F,LMH,N,DMWe,3,3, 
Hippophae gyantsensis, ,Tree,15.0,-,F,LMH,N,DMWe,3,3, 
Hippophae neurocarpa, ,Tree,15.0,-,F,LMH,N,DMWe,3,3, 
Hippophae rhamnoides,"Sea Buckthorn, Seaberry",Shrub,6.0,3-7,M,LMH,N,DMWe,5,5,5
Hippophae rhamnoides turkestanica,Sea Buckthorn,Shrub,6.0,4-7,M,LMH,N,DMWe,5,5,5
Hippophae salicifolia,Willow-Leaved Sea Buckthorn,Tree,15.0,3-7,F,LMH,N,DMWe,5,3,5
Hippophae sinensis,Chinese Sea Buckthorn,Tree,15.0,-,F,LMH,N,DMWe,5,3, 
Hippophae tibetana,Tibetan Sea Buckthorn,Tree,15.0,7-10,F,LMH,N,DMWe,4,3, 
Hippuris vulgaris,"Common Marestail, Common mare's-tail",Perennial,0.5,0-0, ,LMH,N,WeWa,2,1, 
Hirschfeldia incana,"Greek Mustard, Shortpod mustard",Annual,1.0,0-0, ,LM,SN,DM,2,0, 
Hoffmannseggia densiflora,Indian Rush-Pea,Perennial,0.3,-, ,LMH,SN,M,1,0, 
Hoheria populnea,Lacebark,Tree,5.0,7-10,M,LMH,SN,M,0,1, 
Hoheria sexstylosa,Ribbonwood,Tree,8.0,7-10,F,LMH,SN,M,1,0, 
Holboellia angustifolia, ,Climber,0.0,7-10, ,LMH,FSN,M,2,1, 
Holboellia coriacea,Sausage Vine,Climber,7.0,8-11,F,LMH,FSN,M,2,0, 
Holboellia grandiflora, ,Climber,0.0,8-11, ,LMH,FSN,M,2,0, 
Holboellia latifolia, ,Climber,4.0,8-11, ,LMH,FSN,M,3,0, 
Holodiscus discolor,"Creambush, Oceanspray",Shrub,3.0,4-8,F,LMH,SN,M,1,2, 
Holodiscus dumosus,Rock Spiraea,Shrub,4.5,4-8, ,LMH,SN,DM,1,1, 
Hololeion krameri, ,Perennial,0.9,-, ,LMH,SN,MW,1,0, 
Hololeion maximowiczii, ,Perennial,0.9,-, ,LMH,SN,MW,2,0, 
Homalanthus populifolius,"Bleeding Heart, Queensland Poplar",Shrub,5.0,10-12,F,LM,FSN,M,0,0,4
Homoranthus flavescens, ,Shrub,0.5,8-11, ,LMH,SN,M,0,0, 
1 2 3 4,1,2,3,4,,,,,,,
Honckenya peploides,"Sea Sandwort, Seaside sandplant",Perennial,0.2,4-8,M,LM,N,DM,3,0, 
Hordeum bulbosum,Bulbous Barley,Perennial,1.2,-, ,LMH,N,DM,2,0, 
Hordeum deficiens, ,Annual,0.0,-, ,LMH,N,M,3,0, 
Hordeum distichon,Two-Rowed Barley,Annual,1.2,4-8, ,LMH,N,M,4,3, 
Hordeum hexastichon,"Six-Row Barley, Common barley",Annual,1.2,0-0, ,LMH,N,M,3,0, 
Hordeum intermedium, ,Annual,1.0,-, ,LMH,N,M,2,0, 
Hordeum jubatum,"Foxtail Barley, Intermediate barley",Perennial,0.3,4-8, ,LMH,N,DM,1,1,0
Hordeum murinum,"Mouse Barley, Smooth barley, Hare barley, Wall barley",Annual,0.5,0-0, ,LMH,N,DM,2,1, 
Hordeum trifurcatum,Egyptian Barley,Annual,1.0,-, ,LMH,N,DM,2,0, 
Hordeum vulgare,"Barley, Common barley",Annual,1.0,4-8, ,LMH,N,M,4,3,0
Hordeum zeocriton,Sprat Barley,Annual,1.0,-, ,LMH,N,M,2,0, 
Hosta clausa, ,Perennial,0.2,4-8, ,LMH,SN,M,1,0, 
Hosta clavata, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Hosta crispula, ,Perennial,0.6,4-8,S,LMH,SN,M,2,0, 
Hosta longipes, ,Perennial,0.3,4-8, ,LMH,FSN,M,3,0,3
Hosta longissima,Swamp Hosta,Perennial,0.2,4-8, ,LMH,SN,MWe,2,0, 
Hosta montana, ,Perennial,1.0,4-8, ,LMH,SN,M,2,0, 
Hosta nigrescens,Kuro-Giboshi,Perennial,1.0,-, ,LMH,SN,M,1,0, 
Hosta plantaginae,August Lily,Perennial,0.6,4-8, ,LMH,FSN,M,1,1, 
Hosta rectifolia, ,Perennial,0.6,4-8, ,LMH,FSN,M,1,0, 
Hosta sieboldiana, ,Perennial,1.0,4-8, ,LMH,FSN,M,2,0, 
Hosta sieboldii, ,Perennial,0.5,4-8, ,LMH,SN,DM,1,0, 
Hosta species, ,Perennial,0.0,-, ,LMH,SN,DM,1,0, 
Hosta tardiva,Nankai-Giboshi,Perennial,0.5,-, ,LMH,SN,DM,2,0, 
Hosta undulata, ,Perennial,0.3,4-8, ,LMH,FSN,M,2,0, 
Hosta ventricosa,"Blue plantain lily, Hosta",Perennial,0.6,3-9,M,LMH,FSN,M,2,1, 
Hottonia palustris,Water Violet,Perennial,0.9,5-9,F,LMH,N,Wa,0,1, 
Houstonia caerulea,Azure bluet or Quaker ladies,Perennial,0.1,3-8,F,LMH,SN,DM,2,0,3
Houttuynia cordata,"Tsi, Chameleon, Rainbow Plant, Chameleon Plant",Perennial,0.6,6-11,F,LMH,FS,MWeWa,4,3,2
Hovenia dulcis,Japanese Raisin Tree,Tree,10.0,5-9, ,LM,N,M,3,2,3
Humulus japonicus,Japanese Hop,Perennial Climber,6.0,4-8,F,LMH,SN,M,2,1,0
Humulus lupulus,"Hop, Common hop, European Hop,",Perennial Climber,6.0,5-7,M,LMH,SN,DM,4,5,3
Hyacinthoides nonscripta,Bluebell,Bulb,0.3,4-8, ,LMH,SN,DM,0,1, 
Hyacinthus orientalis,"Hyacinth, Garden hyacinth",Bulb,0.3,3-7,S,LM,SN,M,0,0, 
Hydnocarpus kurzii,Chaulmugra,Tree,15.0,10-12,M,LMH,SN,M,0,4,0
Hydrangea anomala,Hydrangea,Climber,12.0,4-8,F,LMH,FSN,M,3,1, 
Hydrangea arborescens,"Seven Barks, Wild hydrangea, Ashy Hydrangea, Snowhill Hydrangea, Smooth Hydrangea",Shrub,3.0,4-9,M,LMH,SN,M,1,3, 
Hydrangea aspera,Hydrangea,Shrub,4.0,7-9,M,LMH,SN,DM,1,0, 
Hydrangea hirta, ,Shrub,1.0,6-9, ,LMH,SN,M,1,0, 
Hydrangea macrophylla,"French hydrangea , Florist's Hydrangea, Bigleaf Hydrangea",Shrub,3.0,5-9,M,LMH,SN,M,3,2,3
Hydrangea paniculata,"Panicled hydrangea, Hybrid Hydrangea, PeeGee Hydrangea, Panicle Hydrangea",Shrub,4.0,3-8,F,LMH,SN,MWe,1,2, 
Hydrangea serrata,"Hydrangea, Mountain Hydrangea, Sawtooth Hydrangea",Shrub,2.0,5-9,M,LMH,SN,M,2,0, 
Hydrangea serrata amagiana, ,Shrub,2.0,5-9, ,LMH,SN,M,4,0,2
Hydrangea serrata thunbergii,"Tea of heaven, Ama-tsja,",Shrub,1.5,5-9, ,LMH,SN,M,3,0,2
Hydrastis canadensis,Goldenseal,Perennial,0.3,3-7, ,LMH,FS,M,0,3, 
Hydrilla verticillata,"Hydrilla, Waterthyme",Annual/Perennial,0.0,4-8,F,LMH,N,Wa,0,2,0
Hydrocotyle sibthorpioides,"Water Pennywort, Lawn marshpennywort",Perennial,0.1,5-9, ,LMH,SN,MWe,1,2, 
Hydrocotyle vulgaris,Pennywort,Perennial,0.1,5-9, ,LMH,SN,MWe,1,0, 
Hydrophyllum canadense,"John's Cabbage, Bluntleaf waterleaf",Perennial,0.3,4-8, ,LMH,S,M,3,0, 
Hydrophyllum capitatum,"Cat's Breeches, Ballhead waterleaf, Alpine waterleaf, Thompson's waterleaf",Perennial,0.5,4-8, ,LMH,S,M,3,0, 
Hydrophyllum occidentale,Western Waterleaf,Perennial,0.5,-, ,LMH,S,M,3,0, 
Hydrophyllum tenuipes,Pacific Waterleaf,Perennial,0.8,-, ,LMH,S,M,2,0, 
Hydrophyllum virginianum,"Virginia Waterleaf, Eastern waterleaf",Perennial,0.6,4-8, ,LMH,S,M,3,1, 
Hylocereus megalanthus,Yellow Pitaya,Shrub,2.0,10-12,F,LMH,N,DM,4,0,0
Hylocereus undatus,"Dragon Fruit, Red Pitaya",Shrub,4.0,10-12,F,LMH,SN,DM,4,0,2
Hymenaea courbaril,West Indian Locust,Tree,30.0,10-12,S,MH,N,DM,3,3,4
Hymenaea martiana,Copal,Tree,13.0,10-12,S,LMH,N,M,2,0,4
Hymenaea verrucosa,East African Copal. Zanzibar copal tree,Tree,15.0,10-12,S,MH,N,DM,0,0,2
Hymenanthera dentata,Tree Violet,Shrub,6.0,8-11, ,LMH,N,M,0,0, 
Hymenopappus lugens,Fineleaf hymenopappus,Perennial,1.0,0-0, ,LMH,SN,M,1,1, 
Hymenoxys richardsonii,"Pingue Hymenoxys, Pingue rubberweed, Colorado rubberweed",Perennial,0.2,0-0, ,LM,SN,DM,2,1, 
Hyoscyamus albus,White Henbane,Annual/Biennial,0.9,6-9, ,LMH,N,DM,0,4, 
Hyoscyamus aureus, ,Biennial/Perennial,0.6,7-10, ,LMH,N,DM,0,1, 
Hyoscyamus niger,"Henbane, Black henbane",Annual/Biennial,1.0,4-8, ,LMH,N,DM,0,4,0
