Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Berberis concinna, ,Shrub,1.0,4-8, ,LMH,SN,DM,2,2, 
Berberis cooperi, ,Shrub,1.5,0-0, ,LMH,SN,M,3,2,1
Berberis darwinii,"Darwin's Barberry, Darwin's berberis",Shrub,3.0,7-9,M,LMH,SN,M,4,2,3
Berberis empetrifolia, ,Shrub,0.3,6-9, ,LMH,SN,DM,2,2, 
Berberis everstiana, ,Shrub,1.5,4-8, ,LMH,SN,DM,2,2, 
Berberis fendleri,Colorado Barberry,Shrub,1.5,5-9, ,LMH,SN,DM,2,2, 
Berberis flexuosa, ,Shrub,0.0,-, ,LMH,SN,DM,1,2, 
Berberis gagnepainii, ,Shrub,2.4,4-8, ,LMH,SN,DM,2,2, 
Berberis georgii,Barberry,Shrub,3.0,3-7,M,LMH,SN,DM,3,2,1
Berberis heterophylla, ,Shrub,1.5,7-10, ,LMH,SN,DM,1,2, 
Berberis jaeschkeana, ,Shrub,0.8,-, ,LMH,SN,DM,1,2, 
Berberis koreana,"Korean Barberry, Barberry",Shrub,1.5,3-7,M,LMH,SN,DM,1,2, 
Berberis lycium, ,Shrub,3.0,5-9,M,LMH,SN,DM,3,3,1
Berberis parisepala, ,Shrub,3.0,5-9, ,LMH,SN,DM,2,2, 
Berberis rariflora, ,Shrub,0.0,-, ,LMH,SN,DM,2,2, 
1 2 3 4 5,1,2,3,4,5,,,,,,
Berberis rubrostilla, ,Shrub,1.5,5-9, ,LMH,SN,DM,3,2,1
Berberis ruscifolia, ,Shrub,0.0,-, ,LMH,SN,DM,2,2, 
Berberis sherriffii, ,Shrub,2.0,5-9, ,LMH,SN,DM,1,2, 
Berberis sibirica, ,Shrub,0.6,-, ,LMH,SN,DM,2,2, 
Berberis sieboldii, ,Shrub,1.0,4-8, ,LMH,SN,DM,1,2, 
Berberis sikkimensis, ,Shrub,1.5,5-9, ,LMH,SN,DM,2,2, 
Berberis soulieana, ,Shrub,1.5,5-9, ,LMH,SN,DM,1,2, 
Berberis thunbergii,Japanese Barberry,Shrub,2.0,4-8,M,LMH,SN,DM,2,2,2
Berberis tomentosa, ,Shrub,0.0,-, ,LMH,SN,M,1,2, 
Berberis ulcina, ,Shrub,0.6,5-9, ,LMH,SN,DM,2,2, 
Berberis verruculosa, ,Shrub,1.8,4-8,S,LMH,SN,M,2,2, 
Berberis vulgaris,"European Barberry, Common barberry",Shrub,3.0,3-7,M,LMH,SN,DM,3,3,4
Berberis wallichiana, ,Shrub,3.0,5-9, ,LMH,SN,M,2,2, 
Berberis wilsoniae, ,Shrub,1.0,5-9, ,LMH,SN,DM,3,2,1
Berberis x carminea, ,Shrub,2.0,5-9,M,LMH,SN,M,3,2,1
Berberis x lologensis, ,Shrub,2.5,5-9,M,LMH,SN,M,3,2,1
Berberis x stenophylla, ,Shrub,2.5,4-8,M,LMH,SN,M,3,2,3
Berchemia flavescens, ,Climber,5.0,4-8, ,LMH,SN,M,2,0, 
Berchemia lineata, ,Climber,4.0,7-10, ,LM,SN,M,2,1, 
Berchemia racemosa, ,Climber,12.0,5-9, ,LM,SN,M,2,0, 
Bergenia ciliata, ,Perennial,0.3,6-9, ,LMH,SN,M,1,2, 
Bergenia cordifolia,"Siberian-tea, Pigsqueak, Heartleaf Bergenia",Perennial,0.3,3-9,M,LMH,FSN,M,0,0, 
Bergenia crassifolia,Siberian Tea,Perennial,0.3,3-7, ,LMH,FSN,M,2,0, 
Bergenia purpurascens, ,Perennial,0.5,4-8, ,LMH,SN,M,0,2, 
Bertholletia excelsa,Brazil Nut,Tree,40.0,10-12,M,LMH,N,M,5,2,3
Berula erecta,Cutleaf Waterparsnip,Perennial,1.0,3-7, ,LMH,SN,MWe,1,1, 
Beta lomatogona,Beet,Perennial,0.5,0-0, ,LMH,N,M,2,0, 
Beta trigyna,Beet,Perennial,0.9,0-0, ,LMH,N,M,2,0, 
Beta vulgaris altissima,Sugar Beet,Biennial,1.5,4-8, ,LMH,N,M,4,2, 
Beta vulgaris cicla,Spinach Beet,Biennial,0.9,4-8, ,LMH,N,M,4,2, 
Beta vulgaris craca,Beetroot,Biennial,0.9,4-8, ,LMH,N,M,4,2, 
Beta vulgaris flavescens,Swiss Chard,Biennial,0.9,4-8, ,LMH,N,M,4,2,2
Beta vulgaris maritima,Sea Beet,Annual/Perennial,1.2,4-8, ,LMH,N,M,2,2, 
Betula alleghaniensis,"Yellow Birch, Swamp Birch",Tree,12.0,3-7,F,LMH,SN,M,3,2,4
Betula alnoides, ,Tree,40.0,7-10,F,LMH,SN,M,2,1, 
Betula ermanii,Gold Birch,Tree,25.0,3-7,F,LMH,SN,M,0,1, 
Betula glandulosa,Scrub Birch,Shrub,2.0,-, ,LMH,SN,M,2,1, 
Betula kenaica,Kenai Birch,Tree,12.0,-,F,LMH,SN,M,3,1, 
Betula lenta,"Cherry Birch, Sweet birch, Black Birch, Cherry Birch",Tree,24.0,3-7,F,LMH,SN,M,3,3,3
Betula nana,Dwarf Birch,Shrub,0.3,-, ,LMH,SN,M,2,2, 
Betula nigra,"River Birch, Black Birch, Red Birch, Water Birch, River Birch",Tree,20.0,3-9,F,LMH,SN,M,3,2, 
Betula occidentalis,Water Birch,Tree,9.0,-,F,LMH,SN,M,3,2, 
Betula papyrifera,"Paper Birch, Mountain paper birch, Kenai birch",Tree,20.0,0-0,F,LMH,N,DM,3,2, 
Betula pendula,"Silver Birch, European white birch, Common Birch, Warty Birch, European White Birch",Tree,20.0,2-6,F,LMH,N,DM,3,3,5
Betula platyphylla,"White Birch, Asian white birch,",Tree,20.0,3-6,F,LMH,N,DM,2,2, 
Betula populifolia,Grey Birch,Tree,12.0,3-6,F,LMH,N,DM,2,1, 
Betula pubescens,"White Birch, Downy birch",Tree,20.0,0-0,F,LMH,N,DMWe,3,3,5
Betula schmidtii,Schmidt's Birch,Tree,30.0,4-8,F,LMH,SN,M,0,0, 
Betula utilis,"Indian Paper Birch, Whitebarked Himilayan Birch, Jacquemontii Birch",Tree,20.0,5-6,F,LMH,SN,M,0,2, 
Bidens aurea,Arizona beggarticks,Perennial,1.0,7-10, ,LMH,N,M,1,0, 
Bidens bigelovii,Bigelow's beggarticks,Perennial,0.8,0-0, ,LMH,N,M,1,0, 
Bidens bipinnata,Spanish Needles,Annual,1.0,0-0, ,LMH,N,M,2,2,0
Bidens biternata, ,Annual,0.0,-, ,LMH,N,M,0,1, 
Bidens frondosa,"Beggar Ticks, Devil's beggartick",Annual,1.5,0-0, ,LMH,N,M,1,2,1
Bidens parviflora, ,Annual,0.6,-, ,LMH,N,M,1,1, 
Bidens pilosa,"Beggar's Ticks, Blackjack, Hairy beggarticks",Annual,1.0,0-0, ,LMH,N,M,2,2,1
Bidens tripartita,"Burr Marigold, Threelobe beggarticks",Annual,0.6,5-9, ,LMH,N,MWe,2,2, 
Billardiera cymosa,Sweet Appleberry,Climber,0.0,-, ,LM,SN,M,2,0, 
Billardiera longiflora,Appleberry,Climber,2.4,7-10,S,LM,SN,M,2,0, 
Billardiera scandens,Common Appleberry,Climber,3.0,7-10, ,LM,SN,M,2,0, 
Bixa orellana,"Annatto (Lipstick Plant, Urucum, Colorau, Achiote )",Tree,5.0,10-12,F,LM,SN,M,3,3,4
Blackstonia perfoliata,Yellow Wort,Annual,0.5,-, ,LM,N,DM,0,0, 
Blechnum spicant,"Hard Fern, Deer fern",Fern,0.3,4-8,S,LMH,FSN,M,2,1, 
Blephilia ciliata,Downy wood mint,Perennial,0.7,4-7,F,LM,SN,DM,3,1,2
Blephilia hirsuta,Hairy wood-mint or hairy pagoda plant,Perennial,0.7,4-7,M,LM,SN,DM,2,0,2
Bletilla striata,"Hyacinth Orchid, Urn orchid, Hyacinth Bletilla, Hardy Orchid, Chinese Ground Orchid",Bulb,0.4,5-8, ,M,S,M,0,3, 
Blighia sapida,"Akee, ackee apple or ayee",Tree,20.0,10-12,F,MH,N,M,3,2,3
Bloomeria aurea,"Golden Stars, Common goldenstar",Bulb,0.5,7-10, ,LM,N,M,1,0, 
Bloomeria crocea,"Golden Stars, Common goldenstar",Bulb,0.3,7-10, ,LM,N,M,1,0, 
Bobartia indica,Rush Iris,Perennial,0.6,7-10,S,L,N,DM,0,0, 
Boehmeria cylindrica,"False Nettle, Smallspike false nettle",Perennial,1.0,0-0, ,LM,SN,M,0,0, 
Boehmeria glomerulifera, ,Shrub,4.0,-, ,LM,SN,DM,0,0, 
Boehmeria longispica, ,Shrub,1.2,-, ,LM,SN,M,1,1, 
Boehmeria macrophylla, ,Shrub,2.5,-, ,LM,SN,DM,0,0, 
Boehmeria nipononivea,Ramie,Perennial,1.5,-, ,LM,SN,M,1,1, 
Boehmeria nivea,"Ramie, Chinese Grass, Chinese Silk Plant",Perennial,1.8,6-9, ,L,SN,DM,2,2,5
Boehmeria spicata, ,Shrub,1.0,-, ,LM,SN,M,1,0, 
Boehmeria tricuspis, ,Perennial,0.8,-, ,LM,SN,M,1,1, 
Boenninghausenia albiflora, ,Shrub,1.0,7-10, ,LM,N,M,0,2, 
Boerhavia diffusa,"Tar Vine, Red spiderling",Perennial,0.1,8-11, ,LM,N,DM,2,4,1
Bolax gummifera,Bolax,Perennial,0.0,7-8,S,L,N,DM,2,1, 
Bomarea acutifolia,Yatzi,Perennial Climber,0.0,8-11, ,LM,N,M,2,0, 
Bomarea edulis, ,Perennial Climber,3.0,7-10, ,LM,SN,M,3,0, 
Bomarea salsilla, ,Perennial Climber,2.0,8-11, ,LM,N,M,2,0, 
Bombax ceiba,"Red Silk Cotton Tree, Kapok Tree",Tree,25.0,10-12,M,LMH,N,DM,2,2,4
Bongardia chrysogonum, ,Perennial,0.2,8-11,S,L,N,DM,2,1, 
Boopsis australis, ,Perennial,0.0,-, ,L,N,M,2,0, 
Borago officinalis,"Borage, Common borage,Cool-tankard, Tailwort",Annual,0.6,6-9,M,LMH,SN,DM,3,3,3
Borassus aethiopum,"African Fan Palm, Palmyra Palm",Tree,20.0,10-12,S,LMH,N,M,4,2,3
Borassus akeassii,African Fan Palm,Tree,10.0,10-12,S,LMH,N,DM,4,2,3
Borassus flabellifer,Palmyra Palm,Tree,20.0,10-12,M,LMH,N,DM,4,2,3
Borinda emeryi, ,Bamboo,5.0,-, ,LMH,S,M,0,0, 
Borinda grossa, ,Bamboo,10.0,-, ,LMH,S,M,0,0, 
Borojoa patinoi,Borojo,Tree,8.0,10-12,M,LMH,FS,M,4,2,0
Boronia pinnata,Pinnate Boronia,Shrub,2.0,8-11, ,L,N,DM,0,0, 
Boscia senegalensis,"Aizen, Boscia",Shrub,8.0,10-12,M,LMH,FSN,M,4,2,3
Botrychium australe,Parsley Fern,Fern,0.5,-, ,LM,SN,M,1,0, 
Botrychium lunaria,Common Moonwort,Fern,0.1,-, ,LMH,SN,DM,0,2, 
Botrychium ternatum, ,Fern,0.3,-, ,LM,SN,M,2,2, 
Botrychium virginianum,Rattlesnake Fern,Fern,0.4,-, ,LM,SN,M,1,2, 
1 2 3 4 5,1,2,3,4,5,,,,,,
Bouteloua gracilis,Blue Grama,Perennial,0.6,7-10, ,LMH,N,DM,1,1, 
Bowdichia virgilioides,Alcornoco,Tree,20.0,10-12,F,LMH,N,DM,0,2,4
Brachychiton populneus,"Kurrajong, Bottletree, Kurrajong",Tree,18.0,8-11,F,LMH,N,DM,3,0,2
Brachyglottis Dunedin Hybrids, ,Shrub,1.5,7-10,S,LMH,N,M,0,0, 
Brachyglottis greyi, ,Shrub,2.0,7-10,S,LMH,N,M,0,0, 
Brachyglottis laxifolia, ,Shrub,2.0,7-10,S,LMH,N,M,0,0, 
Brachyglottis monroi, ,Shrub,1.5,7-10,S,LMH,N,M,0,0, 
Brachyglottis repanda,Bushman's Toilet Paper,Shrub,6.0,8-11,S,LMH,SN,M,1,1, 
Brachyglottis rotundifolia, ,Shrub,6.0,8-11, ,LMH,N,M,0,0, 
Brachyloma ciliatum,Daphne Heath,Shrub,0.4,8-11,S,LMH,SN,M,0,0, 
Bracyloma depressum, ,Shrub,1.8,-, ,LMH,SN,M,1,0, 
Brahea armata,"Blue Hesper Palm, Blue Fan Palm, Mexican Blue Palm",Tree,12.0,9-11,S,LMH,N,DM,1,0, 
Brahea dulcis,Apak Palm,Tree,7.0,8-11,S,LMH,N,DM,1,0, 
Brahea edulis,"Guadalupe Palm,",Tree,12.0,9-11,S,LMH,N,DM,1,0, 
Brasenia schreberi,Water Shield,Perennial,0.1,-, ,LMH,N,Wa,3,2, 
Brassica balearica, ,Perennial,0.0,-, ,LMH,N,M,1,0, 
Brassica carinata,Abyssinian Cabbage,Annual,1.0,9-12,F,LMH,SN,M,4,2,3
Brassica cretica,Mustard,Perennial,1.0,0-0, ,LMH,N,M,2,0, 
Brassica elongata,Elongated mustard,Biennial/Perennial,0.9,0-0, ,LMH,SN,M,2,0, 
Brassica juncea,Brown Mustard,Annual,0.8,6-9, ,LMH,SN,M,4,2,2
Brassica juncea crispifolia,Curled Mustard,Annual,0.3,6-9,F,LMH,SN,M,4,2, 
Brassica juncea foliosa,Leaf Mustard,Annual,0.3,6-9,F,LMH,SN,M,4,2, 
Brassica juncea integrifolia crispifolia,Curled Mustard,Annual,0.3,6-10,F,LMH,SN,M,4,2,2
Brassica juncea integrifolia rugosa,Head Mustard,Annual,0.6,6-10,F,LMH,SN,M,4,2,2
Brassica juncea integrifolia strumata,Large Petiole Mustard,Annual,0.8,6-10,F,LMH,SN,M,4,2,2
Brassica juncea integrifolia subintegrifolia,Leaf Mustard,Annual,0.3,6-10,F,LMH,SN,M,4,2,2
Brassica juncea multiceps,Green In The Snow,Annual,0.4,6-9,F,LMH,SN,M,4,2, 
Brassica juncea napiformis,Root Mustard,Annual,0.8,6-9, ,LMH,SN,M,4,2, 
Brassica juncea rugosa,Head Mustard,Annual,0.6,6-9, ,LMH,SN,M,4,2, 
Brassica juncea strumata,Large Petiole Mustard,Annual,0.8,6-9, ,LMH,SN,M,4,2, 
Brassica juncea tsatsai multiceps,Green In The Snow,Annual,0.4,6-10,F,LMH,SN,M,4,2,2
Brassica juncea tsatsai tumida,Swollen-Stem Mustard,Annual,0.8,6-10,F,LMH,SN,M,4,2,2
Brassica juncea tumida,Swollen-Stem Mustard,Annual,0.8,6-9, ,LMH,SN,M,4,2, 
Brassica napus,"Colza, Rape",Annual/Biennial,1.2,6-9, ,LMH,SN,M,3,2, 
Brassica napus arvensis,Coleseed,Annual/Biennial,1.2,6-9, ,LMH,SN,M,3,2, 
Brassica napus napobrassica,Swede,Biennial,0.8,6-9, ,LMH,SN,M,4,2, 
Brassica napus napus,Rape,Annual/Biennial,1.2,6-9, ,LMH,SN,M,3,2, 
Brassica napus pabularia,Rape Kale,Annual/Biennial,1.2,6-9, ,LMH,SN,M,3,2, 
Brassica nigra,Black Mustard,Annual,1.2,6-9, ,LM,SN,M,3,3,2
Brassica oleracea,"Wild Cabbage, Broccoli, Tronchuda cabbage, Brussels sprouts, Kohlrabi, Sprouting broccoli",Biennial/Perennial,1.2,6-9, ,LMH,SN,M,4,2,2
Brassica oleracea acephala,Collards,Biennial/Perennial,0.9,5-10, ,LMH,SN,M,4,0,0
Brassica oleracea alboglabra,Chinese Kale,Perennial,0.5,-,F,LMH,SN,M,3,0, 
Brassica oleracea botrytis,Cauliflower,Biennial,0.8,3-10, ,LMH,SN,M,4,0,2
Brassica oleracea botrytis aparagoides,Nine Star Perennial Broccoli,Perennial,0.8,0-0, ,LMH,SN,M,4,0,0
Brassica oleracea capitata,"Cabbage,Ornamental Cabbage, Red Cabbage, Savoy Cabbage",Biennial,0.8,7-11,M,LMH,SN,M,4,0,1
Brassica oleracea costata,Couve Tronchuda,Biennial,1.5,7-10, ,LMH,SN,M,3,0, 
Brassica oleracea gemmifera,Brussels Sprouts,Biennial,1.2,-, ,LMH,SN,M,4,0, 
Brassica oleracea gongylodes,Kohl Rabi,Biennial,0.5,4-8,F,LMH,SN,M,3,1, 
Brassica oleracea italica,Broccoli,Biennial,0.9,2-11, ,LMH,SN,M,5,0,2
Brassica oleracea medullosa,Marrow-Stem Kale,Biennial/Perennial,0.9,-, ,LMH,SN,M,4,0, 
Brassica oleracea palmifolia,Jersey Kale,Biennial,3.0,-, ,LMH,SN,M,3,0, 
Brassica oleracea ramosa,Perpetual Kale,Biennial/Perennial,0.9,0-0, ,LMH,SN,M,4,0,0
Brassica oleracea sabauda,Savoy Cabbage,Biennial,0.8,7-11, ,LMH,SN,M,4,0,0
Brassica oleracea sabellica,Curly Kale,Biennial/Perennial,0.9,-, ,LMH,SN,M,4,0, 
Brassica rapa,"Turnip, Field mustard, Toria, Yellow sarson",Biennial,0.5,7-11, ,LMH,SN,M,3,2,1
Brassica rapa campestris,Wild Turnip,Annual,0.8,6-9, ,LMH,SN,M,2,1, 
Brassica rapa chinensis,Pak Choi,Biennial,0.9,6-9, ,LMH,SN,M,4,1, 
Brassica rapa dichotoma,Indian Rape,Biennial,0.9,-, ,LMH,SN,M,2,0, 
Brassica rapa narinosa,Chinese Savoy,Biennial,0.9,6-9, ,LMH,SN,M,3,0, 
Brassica rapa nipposinica,Mizuna,Biennial,0.3,6-9,F,LMH,SN,M,4,0,0
Brassica rapa oleifera,Stubble Turnip,Biennial,0.9,-, ,LMH,SN,M,2,0, 
Brassica rapa parachinensis,False Pak Choi,Biennial,0.3,6-9, ,LMH,SN,M,4,0, 
Brassica rapa pekinensis,Chinese Cabbage,Annual,0.5,-, ,LMH,SN,M,4,1, 
Brassica rapa perviridis,Mustard Spinach,Biennial,0.5,6-9,F,LMH,SN,M,3,0, 
Brassica rapa trilocularis,Indian Colza,Biennial,0.9,-, ,LMH,SN,M,2,0, 
Brassica tournefortii,"Wild Turnip-Rape, Asian mustard",Annual,0.6,7-11, ,LMH,N,M,2,0,1
Brodiaea coronaria,"Californian Hyacinth, Crown brodiaea, Indian Valley brodiaea",Corm,0.3,7-10, ,LM,SN,DM,3,0, 
Bromelia karatas,"Ananas pingouin, Karatas, Camburito",Perennial,3.0,10-12,F,LMH,N,M,3,2,2
Bromelia pinguin,Pinuela. Pinguin,Perennial,1.0,9-12,F,LMH,SN,DM,3,0,2
Bromelia serra,Bayonet bromeliad,Perennial,0.4,10-12,F,LMH,FSN,M,1,0,2
Bromus breviaristatus,Mountain Brome,Perennial,0.8,-, ,LMH,SN,DM,1,0, 
