Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Nuphar japonicum, ,Perennial,0.0,5-9, ,LMH,SN,Wa,3,1, 
Nuphar lutea,"Yellow Water Lily, Yellow pond-lily, Rocky Mountain pond-lily, Varigated yellow pond-lily",Perennial,0.0,4-8, ,LMH,SN,Wa,3,2, 
Nuphar polysepala,"Spatterdock, Rocky Mountain pond-lily",Perennial,1.8,4-8, ,LMH,SN,Wa,3,1, 
Nuphar pumila,Yellow pond-lily,Perennial,0.0,0-0, ,LMH,SN,Wa,3,1, 
Nymphaea alba,"White Water Lily, European white waterlily",Perennial,0.0,4-8, ,LMH,N,Wa,3,2, 
Nymphaea candida, ,Perennial,0.0,4-8, ,LMH,N,Wa,2,2, 
Nymphaea odorata,"Fragrant Water Lily, American white waterlily",Perennial,0.0,4-8, ,LMH,N,Wa,3,3,0
Nymphaea tetragona,Pygmy Water Lily,Perennial,0.0,-, ,LMH,N,Wa,2,0, 
Nymphaea tuberosa,"Tuberous Water Lily, American white waterlily",Perennial,0.0,3-7, ,LMH,N,Wa,3,3, 
Nymphoides peltata,"Water Fringe, Yellow floatingheart",Perennial,0.0,5-9, ,LMH,N,Wa,2,2,0
Nypa fruticans,"Nipa Palm, Mangrove Palm",Shrub,5.0,11-12,M,LMH,N,MWeWa,3,2,4
Nyssa aquatica,Water Tupelo,Tree,30.0,6-9,M,LMH,SN,MWeWa,2,0, 
Nyssa ogeche,"Ogeechee Lime, Ogeechee tupelo",Tree,15.0,0-0, ,LMH,SN,MWe,2,0, 
Nyssa sylvatica,"Black Tupelo, Blackgum, Sour Gum, Black Tupelo",Tree,15.0,4-9,M,LMH,SN,M,2,1, 
Oemleria cerasiformis,"Oso Berry, Indian plum",Shrub,2.5,5-9, ,LMH,S,M,2,1, 
Pachysandra procumbens,Allegheny spurge,Perennial,0.3,5-8,S,LMH,FS,M,0,0,3
Passiflora popenovii,Granadilla de Quijos,Climber,8.0,10-12,F,MH,SN,M,4,0,0
Passiflora tarminiana,"banana passionfruit, banana poka",Climber,10.0,10-12,F,MH,SN,M,4,0,0
Paullinia yoco,Yoco,Climber,15.0,10-12,M,LMH,SN,M,4,2,0
Peltogyne purpurea,"Purpleheart, Amaranth, Nazareno",Tree,30.0,10-12,M,LMH,N,DM,0,0,4
Peltogyne venosa,Purpleheart,Tree,30.0,10-12,M,MH,N,DM,0,1,4
Pentaclethra macrophylla,"African Oil Bean. Oil Bean Tree, Owala Oil",Tree,30.0,10-12,F,MH,SN,M,3,2,3
Petasites japonicus,"Sweet Coltsfoot, Japanese sweet coltsfoot, Butterbur",Perennial,0.6,5-9,F,LMH,FSN,MWe,3,2,1
Phlox stolonifera,Creeping phlox,Perennial,0.3,4-9,M,LMH,FSN,M,0,0,3
Polytaenia nuttallii,Nuttall's prairie parsley,Perennial,0.6,4-6,M,LM,SN,DM,1,0,2
Prosopis tamarugo,Tamarugo,Tree,12.0,10-12,F,LMH,N,DM,1,0,3
Pseudopanax arboreus,Puahou,Tree,6.0,9-11, ,LMH,SN,M,1,0, 
Ptychopetalum olacoides,"Muira Puama, marapuama",Tree,5.0,10-12,M,LMH,N,M,0,4,0
Ptychopetalum uncinatum,Muira Puama,Tree,5.0,10-12,M,LMH,N,M,0,4,0
Quercus × schuettei,Schuette's oak,Tree,18.0,4-8,F,MH,N,MWe,3,0,3
Rheum × hybridum,Garden Rhubarb,Perennial,1.5,3-8,M,LMH,SN,M,4,3,1
Rorippa amphibia,Great Yellow Cress,Perennial,1.2,5-9, ,LMH,SN,MWeWa,3,0, 
Rorippa palustris,"Yellow Marsh Cress, Bog yellowcress, Hispid yellowcress, Western bog yellowcress",Annual/Biennial,0.6,0-0, ,LMH,SN,MWe,2,1,0
Saccharum hybrids,Energy Cane,Perennial,6.0,8-12,F,LMH,N,MWe,4,2,4
Santalum ellipticum,Coast Sandalwood,Tree,5.0,9-12,S,LM,SN,D,1,2,4
Santalum freycinetianum,"Lanai Sandalwood, Hawaiian Sandalwood",Tree,10.0,9-12,S,LM,SN,D,1,2,4
Santalum haleakalae,"Haleakala Sandalwood, Lliahi",Tree,3.0,9-12,S,LM,SN,D,1,2,4
Santalum paniculatum,"Mountain Sandalwood, Hawaiian Sandalwood, 'Iliahi",Tree,7.5,10-11,S,LM,SN,D,1,2,4
Sedum oreganum,Oregon stonecrop,Perennial,0.2,5-9, ,LMH,N,DM,1,0, 
Sedum spathulifolium,"Broadleaf Stonecrop, Purdy's stonecrop, Yosemite stonecrop, Stonecrop, Blood Leaf Sedum",Perennial,0.1,6-10,M,LMH,SN,DM,1,1, 
Sesuvium portulacastrum,"Sea Purslane, Shoreline seapurslane",Perennial,0.2,0-0, ,LMH,SN,M,0,0, 
Sherardia arvensis,"Field Madder, Blue fieldmadder",Annual,0.3,0-0, ,LMH,N,DM,0,0, 
Shorea robusta,Sal Tree,Tree,40.0,10-12,F,LMH,N,M,4,3,4
Silphium trifoliatum,Whorled rosinweed,Perennial,1.8,4-6,M,LMH,SN,DM,0,0,2
Sisymbrium irio,London Rocket,Annual,0.5,0-0, ,LMH,SN,DM,1,2,0
Smilax herbacea,"Carrion Flower, Smooth carrionflower",Perennial Climber,2.5,4-8, ,LMH,SN,M,4,1,2
Stipa viridula,Green Needlegrass,Perennial,1.0,-, ,LMH,SN,M,0,1, 
Symphytum orientale,White comfrey,Perennial,0.8,3-9,F,LMH,SN,M,0,0,3
Thelypteris noveboracensis,New York fern,Fern,0.5,2-8,M,LM,FS,MWe,0,0,3
Touchardia latifolia,Olona,Shrub,2.0,10-12,S,LMH,FS,MWe,0,0,4
Uncaria guianensis,Cat's Claw,Climber,30.0,10-12,F,LM,N,M,2,4,2
Vaccinium australe,Northern Blueberry,Shrub,1.5,2-7,M,LM,SN,M,4,1,2
Vicia caroliniana,"Carolina vetch, Carolina wood vetch",Perennial,0.6,3-9,M,LMH,FSN,M,0,2,3
x Sorbaronia hybrid,Aronia x mountain ash,Tree,3.0,3-8,M,LMH,N,M,3,0,2
x Sorbo­crataegus hybrid,Haw x mountain ash,Tree,3.0,3-8,M,LMH,N,M,5,0,2
x Sorbopyrus hybrid,Pear x mountain ash,Tree,4.0,3-8,M,LMH,N,M,4,0,2
1 2,1,2,,,,,,,,,
