Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Juniperus communis,"Juniper, Common juniper",Shrub,9.0,4-10,S,LMH,SN,DM,3,3,4
Juniperus communis nana,Juniper,Shrub,9.0,0-0,S,LMH,SN,DM,3,3,4
Juniperus conferta,Shore Juniper,Shrub,0.2,6-10,S,LMH,SN,DM,2,0,3
Juniperus deppeana,Aligator Juniper,Tree,18.0,7-9,S,LMH,N,DM,3,0, 
Juniperus drupacea,Syrian Juniper,Tree,15.0,6-9,M,LMH,N,DM,3,0, 
Juniperus excelsa,Grecian Juniper,Tree,20.0,5-9, ,LMH,N,DM,2,1,3
Juniperus horizontalis,"Creeping Juniper, Horizontal Juniper",Shrub,1.0,4-9,M,LMH,N,DM,2,1,3
Juniperus monosperma,One-Seed Juniper,Tree,18.0,4-8,M,LMH,N,DM,3,2,3
Juniperus occidentalis,Western Juniper,Tree,18.0,4-8,S,LMH,N,DM,3,2,3
Juniperus osteosperma,"Desert Juniper, Utah juniper",Tree,12.0,4-8,S,LMH,N,DM,2,2,3
Juniperus oxycedrus,"Prickly Juniper, Cade juniper",Tree,15.0,8-10,M,LMH,N,DM,0,1, 
Juniperus recurva,Himalayan Juniper,Tree,12.0,6-9,S,LMH,N,M,1,1, 
Juniperus rigida,"Temple Juniper, Needle Juniper",Tree,8.0,6-7,S,LMH,N,DM,2,1, 
Juniperus sabina,"Savine, Tam Juniper",Shrub,4.0,4-7,S,LMH,N,DM,0,2,4
Juniperus scopulorum,"Rocky Mountain Juniper, Weeping Rocky Mountian Juniper, Colorado Red Cedar",Tree,10.0,3-7,S,LMH,N,DM,3,2,4
Juniperus silicicola,"Southern Redcedar, Juniper, Southern Red Cedar",Tree,20.0,7-10,S,LMH,N,DM,2,2,3
Juniperus squamata,Flaky Juniper,Shrub,4.0,4-7,S,LMH,N,DM,0,1, 
Juniperus tetragona, ,Tree,0.0,7-10, ,LMH,N,DM,2,0, 
Juniperus virginiana,"Pencil Cedar, Eastern redcedar, Southern redcedar, Silver Cedar, Burk Eastern Red Cedar, Silver East",Tree,20.0,3-9,S,LMH,N,DM,2,2,4
Jurinea dolomiaea, ,Perennial,0.5,5-9, ,LMH,SN,M,0,1, 
Jussieva repens, ,Perennial,0.0,-, ,LMH,SN,We,0,1, 
Justicia gendarussa, ,Shrub,1.0,-, ,LMH,SN,M,0,2, 
Justicia procumbens, ,Annual,0.3,-, ,LMH,SN,M,2,2, 
Manihot caerulescens,Manicoba,Shrub,3.5,10-12,M,LM,N,DM,0,0,3
Manihot esculenta,"Cassava, Tapioca Plant, Yuca",Shrub,3.0,9-12,M,LMH,FSN,DM,5,2,2
Oenocarpus bataua,Pataua Palm. Bataua,Tree,20.0,10-12,F,MH,N,MWe,3,2,3
Saraca asoca,Asoka Tree. Sorrow-less Tree,Tree,9.0,10-12,M,LMH,SN,M,0,3,3
Tectona grandis,Teak,Tree,30.0,10-12,F,LMH,N,M,2,2,5
