Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Glehnia littoralis,"Bei Sha Shen, American silvertop",Perennial,0.3,0-0, ,LM,SN,M,2,2, 
Glyceria borealis,Small floating mannagrass,Perennial,1.5,0-0, ,LMH,SN,WeWa,2,0, 
Glyceria fluitans,"Floating Manna Grass, Water mannagrass",Perennial,0.5,4-8, ,LMH,N,WeWa,3,0, 
Griselinia littoralis, ,Shrub,6.0,6-9,M,LM,SN,M,2,0, 
Gynatrix pulchella,Hemp Bush,Shrub,2.5,7-10,F,LMH,N,M,0,0, 
Habenaria sparsiflora,Sparse-flowered bog orchid,Perennial,0.6,0-0, ,LMH,SN,M,1,0, 
Himatanthus sucuuba,Plumeria sucuuba,Tree,12.0,10-12,M,LM,N,DM,0,4,2
Idesia polycarpa,Idesia,Tree,12.0,4-8, ,LMH,SN,M,1,0, 
Ilex glabra,Inkberry,Shrub,3.0,3-7,S,LMH,SN,M,1,0,2
Ilex verticillata,"Winterberry, Common winterberry",Shrub,2.0,3-7,S,LMH,SN,MWe,1,3, 
Ipomoea nil,"Japanese Morning Glory, Whiteedge morning-glory",Annual,5.0,8-11,F,LMH,N,M,0,2, 
Ipomoea purpurea,"Common Morning Glory, Tall morning-glory",Annual Climber,2.5,6-9,F,LMH,N,M,0,2,0
Isodon japonicus, ,Perennial,1.0,-, ,LMH,SN,M,1,1, 
Libocedrus uvifera, ,Tree,20.0,6-9,S,LMH,SN,M,0,0, 
Licania rigida,Oiticica,Tree,12.0,10-12,M,LMH,SN,MWe,0,0,3
Lithocarpus densiflorus,Tanbark Oak,Tree,10.0,6-9,S,LMH,SN,M,2,1, 
Lithocarpus edulis, ,Tree,9.0,6-9, ,LMH,SN,M,1,0, 
Lithocarpus glaber,Japanese Oak,Tree,7.0,6-9, ,LMH,SN,M,1,0, 
Lythrum portula,"Water Purslane, Spatulaleaf loosestrife",Annual,0.2,0-0, ,LMH,SN,WeWa,1,0, 
Malus baccata,"Chinese Crab, Siberian crab apple",Tree,15.0,2-7,M,LMH,SN,M,2,1,2
Malus floribunda,"Japanese Crab, Japanese flowering crab apple",Tree,10.0,4-7,M,LMH,SN,M,3,0, 
Malus ioensis,"Prairie Crab, Prairie crab apple, Texas crab apple, Prairie Crabapple",Tree,5.0,3-8,S,LMH,SN,M,2,0,2
Malus pumila,"Paradise Apple, Common Apple, Apple Tree",Tree,7.0,3-9,M,LMH,SN,M,4,2,3
Malus spectabilis,"Chinese Flowering Apple, Asiatic apple",Tree,9.0,4-8, ,LMH,SN,M,3,0, 
Mertensia maritima,Oyster Plant,Perennial,0.2,3-7, ,LM,N,DM,3,0, 
Mespilus germanica,Medlar,Tree,6.0,5-8,M,LMH,SN,M,4,1,1
Nabalus albus,White Lettuce,Perennial,1.5,4-8, ,LMH,FS,M,0,2, 
Nabalus serpentarius,Lion's Foot,Perennial,1.5,4-8, ,LMH,FS,M,0,1, 
Newtonia buchananii,"East African Newtonia, Forest Newtonia",Tree,25.0,10-12,F,LMH,N,M,0,2,3
Orthilia secunda,Sidebells Wintergreen,Perennial,0.1,4-8, ,LM,FSN,M,1,1, 
Osmanthus decorus, ,Shrub,3.0,6-9, ,LMH,SN,DM,0,0, 
Pachira glabra,"Saba Nut, American Chestnut",Tree,15.0,10-12,F,LMH,SN,DM,3,0,3
Pachira insignis,Malabar Chestnut,Tree,15.0,10-12,F,MH,SN,M,4,0,2
Pachycereus hollianus,"Baboso, Acompes",Perennial,4.0,9-11,M,LM,N,DM,0,0,3
Pachyphragma macrophylla, ,Perennial,0.3,6-9, ,LMH,FS,DM,1,0, 
Pachyrhizus ahipa,"Ahipa, Yam bean",Perennial,0.5,0-0, ,LM,N,M,3,0, 
Pachyrhizus erosus,"Yam Bean, Jicama, Mexican Yam",Climber Perennial,6.0,9-12,F,LMH,N,M,4,0,2
Pachyrhizus tuberosus,"Jicama, Ajipo",Perennial Climber,6.0,9-11, ,LM,N,M,3,0, 
Pachysandra procumbens,Allegheny spurge,Perennial,0.3,5-8,S,LMH,FS,M,0,0,3
Pachysandra terminalis,"Japanese Spurge, Japanese pachysandra, Pachysandra",Shrub,0.2,4-8,M,LMH,FS,DM,2,0, 
Packera aurea,"Golden Groundsel - Life Root, Golden ragwort",Perennial,0.8,3-7, ,LMH,SN,MWe,0,2,0
Packera obovata,Roundleaf ragwort,Perennial,0.6,3-8,F,LMH,FSN,M,0,0,2
Paederia foetida,Skunk Vine,Climber,4.0,6-12,F,LMH,SN,M,2,4,2
Paederia scandens, ,Climber,5.5,-,F,LMH,N,M,1,2, 
Paeonia anomala,"Anomalous peony, Common Peony",Perennial,0.5,4-8, ,LMH,SN,M,1,3,0
Paeonia brownii,Brown's Peony,Perennial,0.5,6-9, ,LMH,SN,M,1,2, 
Paeonia caucasica, ,Perennial,0.6,4-8, ,LMH,SN,M,0,1, 
Paeonia delavayi,"Tree Peony, Dian mu dan",Shrub,1.6,5-9, ,LMH,SN,M,1,3, 
Paeonia emodi, ,Perennial,1.0,7-10, ,LMH,SN,M,1,2, 
Paeonia hybrida, ,Perennial,0.5,-, ,LMH,SN,M,1,1, 
Paeonia japonica,Yama-Shakuyaku,Perennial,0.5,6-9, ,LMH,SN,M,1,1, 
Paeonia lactiflora,"Chinese Peony, Peony",Perennial,0.8,4-10,M,LMH,SN,DM,1,3, 
Paeonia lutea,"Tree Peony, Dian mu dan",Shrub,1.5,6-9, ,LMH,SN,M,1,3, 
Paeonia mascula, ,Perennial,1.0,7-10, ,LMH,SN,DM,0,1, 
Paeonia obovata, ,Perennial,0.5,6-9, ,LMH,SN,M,0,3, 
Paeonia officinalis,"Peony, Common peony",Perennial,0.6,4-10,M,LMH,SN,M,1,2, 
Paeonia ostii,Tree Peony,Shrub,1.5,6-9, ,LMH,SN,M,1,2, 
Paeonia potaninii,Tree Peony,Shrub,0.6,6-9, ,LMH,SN,M,1,2, 
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
Paeonia suffruticosa,"Moutan, Moutan peony, Tree Peony, Japanese Tree Peony",Shrub,2.0,5-8,S,LMH,SN,M,1,2, 
Paeonia szechuanica,Tree Peony,Shrub,1.5,6-9, ,LMH,SN,M,1,2, 
Paeonia veitchii, ,Perennial,0.8,7-10, ,LMH,SN,M,0,3, 
Palaquium gutta,Gutta-Percha,Tree,20.0,10-12,F,LMH,N,M,2,0,4
Paliurus ramosissimus,Ma Jia Zi,Shrub,6.0,6-9, ,LMH,N,M,0,2, 
Paliurus spina-christi,"Christ's Thorn, Jeruselem thorn",Shrub,5.0,7-10,M,LMH,SN,DM,1,1, 
Panax ginseng,"Ginseng, Chinese ginseng",Perennial,0.8,5-9, ,LMH,FS,M,2,5, 
Panax japonicus,Japanese Ginseng,Perennial,0.6,-, ,LMH,FS,M,1,1, 
Panax pseudoginseng,"Ginseng, Japanese ginseng",Perennial,1.0,5-9,S,LMH,FS,M,1,3, 
Panax pseudoginseng notoginseng,San Qi,Perennial,1.2,-,S,LMH,FS,M,1,5, 
Panax quinquefolius,American Ginseng,Perennial,0.3,3-7,S,LMH,FS,M,1,3,0
Panax trifolius,"Ground Nut, Dwarf ginseng",Perennial,0.2,3-7, ,LMH,FS,M,1,2, 
Pancratium maritimum,Sea Daffodil,Bulb,0.5,7-10, ,L,N,DM,1,0, 
Pandanus conoideus,"Marita, Red fruit, Pandan",Perennial,5.0,10-12,M,LMH,SN,M,4,1,2
Pandanus julianettii,Karuka,Shrub,4.0,10-12,F,LM,SN,M,4,0,3
Panicum antidotale,"Blue Panic Grass, Blue panicum",Perennial,3.0,0-0, ,LMH,N,M,1,1,0
Panicum capillare,"Old Witch Grass, Witchgrass",Annual,0.6,4-8, ,LMH,N,M,2,1,0
Panicum decompositum,"Native Millet, Australian millet",Perennial,0.3,0-0, ,LMH,N,M,2,0, 
Panicum maximum,Guinea grass. Green panic grass,Perennial,2.0,10-12,F,LM,FSN,DM,1,2,2
Panicum miliaceum,European Millet,Annual,1.0,10-12, ,LMH,N,DM,3,2,2
Panicum obtusum,Vine Mesquite,Perennial,0.8,-, ,LMH,N,M,2,0, 
Panicum sonorum,"Sauwi, Mexican panicgrass",Annual,1.0,0-0, ,LMH,N,DM,2,0, 
Panicum turgidum,"Desert Grass. Turgid panic grass, Afezu",Perennial,1.5,10-12,F,LM,N,DM,2,0,2
Panicum urvilleanum,Desert Panicgrass,Perennial,1.0,-, ,LMH,N,DM,2,0, 
Panicum virgatum,Switch Grass,Perennial,1.8,10-12,F,LM,N,DM,0,0,2
Papaver argemone,"Prickly Poppy, Long pricklyhead poppy",Annual,0.4,7-10, ,LMH,N,M,0,1, 
Papaver dubium,"Long-Head Poppy, Blindeyes",Annual,0.5,6-9, ,LMH,N,M,0,1,0
Papaver nudicaule,"Arctic Poppy, Icelandic poppy",Perennial,0.3,4-10,M,LM,SN,DM,1,1, 
Papaver orientale,Oriental Poppy,Perennial,1.0,3-9,M,LM,N,DM,1,1, 
Papaver rhoeas,"Corn Poppy, Field Poppy, Shirley Poppy",Annual,0.6,4-8,F,LMH,N,M,2,3, 
Papaver somniferum,Opium Poppy,Annual,0.6,0-0, ,LMH,N,M,4,4,0
Paraderris elliptica,Derris,Climber,16.0,10-12,M,LMH,SN,M,0,2,4
Parajubaea cocoides,Quito Palm,Tree,15.0,-,M,LMH,SN,M,1,0, 
Parietaria judaica,"Pellitory Of The Wall, Spreading pellitory",Perennial,0.6,0-0, ,LMH,SN,DM,2,3, 
Parietaria officinalis,"Pellitory Of The Wall, Upright pellitory",Perennial,0.6,0-0, ,LMH,SN,DM,2,3, 
Parinari curatellifolia,"Mbola, Grys Appel",Tree,15.0,10-12,S,MH,N,MWe,4,2,3
Paris polyphylla,Herb Paris,Perennial,1.0,7-10, ,LM,FS,M,1,2, 
Paris quadrifolia,Herb Paris,Perennial,0.3,5-9, ,LM,FS,M,0,2, 
Parkia biglobosa,African Locust Bean,Tree,15.0,10-12,M,LMH,N,M,4,2,4
Parkinsonia aculeata,Jerusalem Thorn,Tree,7.5,9-11,F,LM,N,DM,2,1,3
Parnassia cabulica, ,Perennial,0.0,-, ,LMH,SN,M,0,2, 
Parnassia palustris,"Grass Of Parnassus, Marsh grass of Parnassus, Mountain grass of Parnassus, Alaska grass of Parnass",Perennial,0.3,4-8, ,LM,SN,We,0,2, 
Paronychia argentea,Algerian Tea,Perennial,0.1,6-9, ,LM,N,DM,1,1, 
Paronychia capitata,Algerian Tea,Perennial,0.0,4-8, ,LM,N,DM,1,1, 
Paronychia jamesii,"Nailwort, James' nailwort",Perennial,0.0,0-0, ,LM,N,DM,1,0, 
Parosella lanata,Woolly Parosella,Perennial,0.6,-, ,LMH,SN,M,2,0, 
Parrotiopsis jacquemontiana, ,Shrub,6.0,6-9, ,LMH,SN,M,0,0, 
Parryella filifolia,Common Dunebroom,Perennial,0.0,-, ,LMH,SN,M,0,1, 
Parthenium argentatum,Guayule,Shrub,1.0,7-10, ,LMH,N,D,0,0, 
Parthenium integrifolium,Wild Quinine,Perennial,1.0,3-7, ,LMH,N,DM,0,2, 
Parthenocissus himalayana, ,Climber,18.0,8-11,F,LMH,SN,M,2,0, 
Parthenocissus quinquefolia,"Virginia Creeper, Woodbine",Climber,30.0,3-10,F,LMH,SN,M,2,2,0
Parthenocissus tricuspidata,"Boston Ivy, Japanese Ivy, Japanese Creeper",Climber,18.0,4-8,F,LMH,SN,M,1,0, 
Passiflora actinia,Passion Flower,Climber,10.0,8-11,F,LMH,N,M,3,0, 
Passiflora antioquiensis,Banana Passionfruit,Climber,5.0,10-12,F,LMH,SN,M,4,0,0
Passiflora caerulea,"Passion Flower, Bluecrown passionflower, Blue Passion Flower",Climber,10.0,9-11,F,LMH,N,M,3,0, 
Passiflora edulis,"Passion Flower, Purple granadilla",Climber,9.0,9-12,F,LMH,N,M,4,1,1
Passiflora herbertiana, ,Climber,9.0,-, ,LMH,SN,M,2,0, 
Passiflora incarnata,"Maypops - Passion Flower, Purple passionflower, Apricot Vine, Maypop, Wild Passion Flower, Purple Pa",Climber,6.0,7-11,F,LMH,N,M,3,3,0
Passiflora laurifolia,Yellow Granadilla,Climber,15.0,10-12,F,MH,SN,M,4,2,2
Passiflora ligularis,"Sweet Grenadilla, Passion Flower",Climber,5.0,9-12,F,MH,SN,M,5,0,0
Passiflora membranacea,Passion Flower,Climber,5.0,8-11,F,LMH,N,M,3,0, 
Passiflora mollisima,Banana Passion Fruit,Climber,5.0,5-9,F,LMH,N,M,3,0, 
Passiflora popenovii,Granadilla de Quijos,Climber,8.0,10-12,F,MH,SN,M,4,0,0
Passiflora quadrangularis,"Giant Granadilla, Badea",Climber,15.0,10-12,F,MH,SN,M,4,2,0
Passiflora species,Passion Flower,Climber,5.0,-,F,LMH,N,M,3,0, 
Passiflora tarminiana,"banana passionfruit, banana poka",Climber,10.0,10-12,F,MH,SN,M,4,0,0
Passiflora tetrandra, ,Climber,9.0,-, ,LMH,SN,M,1,0, 
Passiflora tripartita mollissima,Banana Passionfruit,Climber,5.0,10-12,F,MH,SN,M,4,0,0
Passiflora umbilicata,Passion Flower,Climber,5.0,8-11,F,LMH,N,M,2,0, 
Passiflora x colvillii,Passion Flower,Climber,10.0,6-9,F,LMH,N,M,2,0, 
Passiflora x exoniensis,Passion Flower,Climber,5.0,9-11,F,LMH,N,M,3,0, 
Pastinaca sativa,"Parsnip, Wild parsnip",Biennial,1.0,4-8, ,LMH,SN,M,4,1,2
Patrinia scabiosifolia,"Eastern Valerian, Scabious Patrinia",Perennial,0.6,5-8,F,LM,N,M,1,3, 
Patrinia triloba, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Patrinia villosa, ,Perennial,1.0,-, ,LMH,SN,M,1,1, 
Paullinia cupana,Guarana,Climber,10.0,10-12,M,LMH,SN,M,4,2,0
Paullinia yoco,Yoco,Climber,15.0,10-12,M,LMH,SN,M,4,2,0
Paulownia tomentosa,"Foxglove Tree, Princesstree, Empress Tree, Royal Paulownia,",Tree,15.0,6-9,F,LMH,N,M,1,2,2
Pausinystalia johimbe,Yohimbe,Tree,25.0,10-12,M,MH,SN,M,0,5,2
Pausinystalia macroceras,False johimbe,Tree,18.0,10-12,S,MH,S,M,0,5,2
Pavonia spinifex,Gingerbush,Shrub,1.2,8-11,F,LMH,SN,M,0,0,3
Payena leeri,"Balam suntei tree, Getah sundek",Tree,30.0,10-12,M,LMH,N,M,2,0,3
Pectis angustifolia,"Narrowleaf Pectis, Lemonscent",Annual,0.3,0-0, ,LM,N,DM,1,1, 
Pectis papposa,"Chinchweed, Manybristle chinchweed",Annual,0.3,0-0, ,LM,N,DM,1,1, 
Pedicularis arctica,Arctic lousewort,Perennial,0.0,0-0, ,LMH,SN,M,1,0, 
Pedicularis bicornuta, ,Perennial,0.0,-, ,LMH,SN,M,0,1, 
Pedicularis canadensis,Common Lousewort,Perennial,0.4,3-7, ,LM,SN,M,1,2, 
Pedicularis gloriosa, ,Perennial,0.8,-, ,LM,SN,M,1,0, 
Pedicularis hirsuta,Hairy lousewort,Perennial,0.1,0-0, ,LM,SN,M,1,0, 
Pedicularis kanei, ,Perennial,0.0,-, ,LM,SN,DM,2,0, 
Pedicularis lanceolata,Swamp Lousewort,Perennial,1.0,-, ,LM,SN,M,1,0, 
Pedicularis langsdorffii,"Lousewort, Langsdorf's lousewort, Arctic lousewort",Perennial,0.0,0-0, ,LM,SN,M,1,0, 
Pedicularis longiflora tubiformis, ,Annual,0.2,-, ,LMH,SN,M,0,2, 
Pedicularis oliveriana, ,Perennial,0.5,-, ,LMH,SN,M,0,2, 
Pedicularis pyramidata, ,Perennial,0.0,-, ,LMH,SN,M,0,2, 
Pedicularis resupinata,Lousewort,Perennial,1.0,-, ,LM,SN,M,1,2, 
Pedicularis sceptrum carolinum,Lousewort,Perennial,1.2,-, ,LMH,SN,M,1,1, 
Pedicularis sudetica,"Lousewort, Sudetic lousewort, Pacific lousewort",Perennial,0.3,0-0, ,LMH,SN,M,2,0, 
Peganum harmala,"Syrian Rue, Harmal peganum",Perennial,0.6,7-10, ,LM,N,DM,1,3,0
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
Pelargonium acetosum, ,Shrub,0.6,-, ,LM,N,DM,1,1, 
Pelargonium australe,Ivy Geranium,Perennial,0.3,8-11, ,LM,N,DM,1,1, 
Pelargonium bowkeri, ,Perennial,0.0,-, ,LM,N,DM,1,1, 
Pelargonium capitatum,Rose-Scented Geranium,Shrub,0.6,8-11, ,LM,N,DM,0,3, 
Pelargonium crispum,Lemon Geranium,Shrub,0.7,8-11, ,LM,SN,DM,2,2, 
Pelargonium exstipulatum,Pennyroyal Geranium,Shrub,1.0,8-11, ,LM,N,DM,1,2, 
Pelargonium fragrans,Nutmeg Geranium,Shrub,0.3,8-11, ,LM,N,DM,1,2, 
Pelargonium fulgidum, ,Shrub,0.7,8-11, ,LM,N,DM,0,1, 
Pelargonium glutinosum,Pheasant's Foot Geranium,Shrub,1.5,8-11, ,LM,N,DM,0,1, 
Pelargonium graveolens,"Rose Geranium, Sweet scented geranium",Shrub,1.2,10-11,M,LM,N,DM,2,3, 
Pelargonium incrassatum, ,Perennial,0.3,8-11, ,LM,N,DM,0,1, 
Pelargonium odoratissimum,Apple Geranium,Perennial,0.2,8-11, ,LM,SN,DM,2,3, 
Pelargonium peltatum,"Ivy-Leaved Geranium, Hanging Geranium, Ivy Geranium",Shrub,1.5,9-10,M,LM,N,DM,1,1, 
Pelargonium quercifolium,Oak-Leaved Geranium,Shrub,1.5,8-11, ,LM,N,DM,0,2, 
Pelargonium radens,Rasp-leaf pelargonium,Shrub,1.0,8-11, ,LM,N,DM,0,2, 
Pelargonium tomentosum,Peppermint Geranium,Shrub,0.5,8-11, ,LM,S,DM,1,2, 
Pelargonium triste, ,Perennial,0.5,8-11, ,LM,N,DM,1,1, 
Pelargonium vitifolium,Grapeleaf geranium,Shrub,1.0,8-11, ,LM,N,DM,0,1, 
Pelargonium zonale,Horseshoe geranium,Perennial,1.0,8-11, ,LM,N,DM,1,1, 
Peltandra sagittifolia,White Arrow Arum,Perennial,0.2,6-9, ,LMH,N,WeWa,2,0, 
Peltandra virginica,Green Arrow Arum,Perennial,0.3,4-8, ,LMH,N,WeWa,3,0, 
Peltaria alliacea,Garlic Cress,Perennial,0.3,5-9, ,LM,SN,M,4,0,3
Peltaria turkmena, ,Perennial,0.5,5-9,F,LM,SN,M,4,0, 
Peltogyne floribunda,"Purpleheart, pau-roxo, zapatero",Tree,25.0,10-12,M,MH,N,DM,0,1,4
Peltogyne paniculata,"Purpleheart, pau-roxo, amaranttrad",Tree,30.0,10-12,M,MH,N,DM,0,1,4
Peltogyne purpurea,"Purpleheart, Amaranth, Nazareno",Tree,30.0,10-12,M,LMH,N,DM,0,0,4
Peltogyne venosa,Purpleheart,Tree,30.0,10-12,M,MH,N,DM,0,1,4
Peltophorum dasyrhachis,"Peltophorum, Soga",Tree,25.0,10-12,F,MH,SN,M,0,2,4
Peltophorum pterocarpum,"Copperpod, Yellow Poinciana",Tree,20.0,10-12,F,LMH,N,M,0,2,4
Pennisetum alopecuroides,"Chinese Fountain Grass, Fountain Grass, Swamp Foxtail Grass, Chinese Fountain Grass",Perennial,1.5,5-9,F,LM,N,DM,1,0, 
Pennisetum cereale, ,Perennial,0.0,-, ,LM,N,DM,1,0, 
Pennisetum glaucum,Pearl Millet,Annual,3.0,-, ,LM,N,DM,2,1, 
Pennisetum purpureum,Napier grass. Elephant grass,Perennial,4.0,8-11,F,LMH,SN,M,2,0,4
Pennisetum setaceum,Fountain grass,Perennial,1.5,8-11,F,LMH,SN,DM,3,0,2
Penstemon acuminatus,"Sand-Dune Penstemon, Sharpleaf penstemon",Perennial,0.6,4-8, ,LMH,N,DM,0,1, 
Penstemon confertus,Yellow Penstemon,Perennial,0.6,3-7, ,LMH,N,DM,1,1, 
Penstemon grandiflorus,Large Beard Tongue,Perennial,1.2,3-7, ,LMH,SN,DM,0,1, 
Penstemon procerus,"Small-Flowered Penstemon, Littleflower penstemon, Pincushion beardtongue, Tolmie's penstemon",Perennial,0.4,3-7, ,LMH,SN,DM,1,0, 
Pentachondra pumila, ,Shrub,0.1,7-10, ,LM,N,M,1,0, 
Pentaclethra macrophylla,"African Oil Bean. Oil Bean Tree, Owala Oil",Tree,30.0,10-12,F,MH,SN,M,3,2,3
Pentadiplandra brazzeana,"Joy perfume tree, j'oubli",Climber,12.0,10-12,F,LMH,N,M,4,4,2
Pentaglottis sempervirens,Evergreen bugloss,Perennial,1.0,6-9, ,LMH,FSN,M,1,0,0
Penthorum sedoides,"Virginian Stonecrop, Ditch stonecrop",Perennial,1.0,0-0, ,LMH,SN,WeWa,1,2, 
Peracarpa carnosa, ,Perennial,0.2,-, ,LMH,SN,M,1,0, 
Peraphyllum ramosissimum,"Squaw Apple, Wild crab apple",Shrub,1.8,4-8, ,LMH,N,DM,2,0, 
Pereskia sacharosa,"Guayapa, Sacharosa, Cuguchi",Perennial,4.0,9-11,F,LMH,N,DM,2,0,3
Pericome caudata,Mountain tail-leaf,Perennial,1.8,0-0, ,LMH,SN,M,0,1, 
Pericopsis angolensis,East African afrormosia,Tree,15.0,10-12,F,LMH,N,M,0,2,4
Pericopsis elata,"African-teak, golden afrormosia, kokrodua",Tree,40.0,10-12,F,LMH,N,DM,0,2,4
Perideridia gairdneri,"Yampa, Gardner's yampah, Common yampah",Perennial,1.2,0-0, ,LMH,SN,DMWe,5,2,1
Perideridia oregana,"Squaw Potato, Oregon yampah",Perennial,0.6,0-0, ,LMH,N,DM,3,0, 
Perilla frutescens,"Shiso, Beefsteakplant, Spreading Beefsteak Plant",Annual/Perennial,0.6,7-10,F,LM,N,M,4,3,2
Perilla frutescens nankinensis,Purple Shiso,Annual/Perennial,0.6,-, ,LM,N,M,4,3, 
Periploca graeca,Silk Vine,Climber,9.0,5-9, ,LMH,N,M,0,1, 
Peristrophe japonica, ,Perennial,0.5,-, ,LMH,SN,M,0,1, 
Perovskia atriplicifolia,"Russian Sage, Azure Sage",Perennial,1.5,5-10,M,LMH,N,DM,1,1, 
Persea americana,"Avocado, Alligator Pear",Tree,15.0,9-12,F,MH,N,M,5,3,3
Persea borbonia,"Red Bay, Sweetbay",Tree,15.0,7-11,M,LM,N,M,1,2,2
Persea duthiei, ,Tree,0.0,8-11, ,LMH,SN,M,0,0, 
Persea edulis, ,Tree,0.0,-, ,LMH,SN,M,1,0, 
Persea gammieana, ,Tree,15.0,-, ,LMH,SN,M,0,0, 
Persea villosa, ,Tree,0.0,-, ,LMH,SN,M,0,0, 
Persoonia acerosa, ,Shrub,1.8,-, ,LM,N,DM,2,0, 
Persoonia arborea, ,Shrub,6.0,-,S,LM,N,DM,2,0, 
Persoonia chamaepeuce,Dwarf Geebung,Shrub,0.3,8-11, ,LM,N,DM,2,0, 
Persoonia curvifolia, ,Shrub,1.0,-, ,LM,N,DM,2,0, 
Persoonia fastigiata, ,Shrub,1.0,-, ,LM,N,DM,2,0, 
Persoonia gunnii, ,Shrub,3.5,-, ,LM,N,DM,2,0, 
Persoonia juniperina, ,Shrub,0.8,-, ,LM,N,DM,2,0, 
Persoonia levis,Broad-Leaved Geebong,Shrub,5.0,8-11, ,LM,N,DM,2,0, 
