Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Fuchsia fulgens, ,Shrub,1.2,9-11, ,LMH,SN,M,3,0, 
Fuchsia hemsleyana, ,Shrub,2.0,8-11,M,LMH,SN,M,3,0, 
Fuchsia magellanica,"Fuchsia, Hardy fuchsia",Shrub,3.6,5-7,M,LMH,SN,M,2,1, 
Fuchsia microphylla, ,Shrub,1.8,8-11,M,LMH,SN,M,3,0, 
Fuchsia paniculata,Shrubby fuchsia,Shrub,8.0,9-11,M,LMH,SN,M,2,0, 
Fuchsia procumbens,Trailing Fuchsia,Shrub,0.2,8-11, ,LM,SN,M,2,0, 
Fuchsia species, ,Shrub,2.0,-, ,LMH,SN,M,3,0, 
Fuchsia splendens,Platanillo,Shrub,2.0,8-11, ,LMH,FSN,M,4,0,0
Fumaria officinalis,"Fumitory, Drug fumitory",Annual,0.3,4-8, ,LM,SN,M,1,3, 
Funtumia elastica,West African Rubber Tree. Lagos silk rubber,Tree,25.0,10-12,F,LMH,N,M,0,2,3
Furcraea acaulis,Cocuiza,Perennial,1.5,10-12,M,LMH,SN,DM,0,0,3
Furcraea andina,"Pacpa, Fique",Perennial,2.5,10-12,F,LM,N,DM,1,1,4
Furcraea cabuya,Cabuya,Perennial,2.0,9-11,F,LM,SN,DM,0,0,2
Furcraea foetida,Mauritius Hemp,Perennial,2.0,9-11,F,LM,SN,DM,0,2,3
Furcraea hexapetala,"Fique, Cuban Hemp",Perennial,1.0,9-11,F,LMH,N,DM,0,1,2
Gnaphalium uliginosum,Marsh Cudweed,Annual,0.2,-, ,LM,SN,M,0,2, 
Hordeum vulgare,"Barley, Common barley",Annual,1.0,4-8, ,LMH,N,M,4,3,0
Inga cinnamomea,"Inga Assu, Inga Acu",Tree,12.0,10-12,F,LMH,N,M,4,0,3
Inga edulis,"Ice Cream Bean, Monkey Tamarind",Tree,18.0,9-12,F,LMH,SN,DMWe,4,2,3
Inga insignis,Guaba de zorro,Tree,8.0,10-12,M,LMH,SN,DM,4,0,0
Inga jinicuil,"Ice Cream Bean, Jinicuil",Tree,20.0,10-12,F,LMH,N,M,4,0,1
Inga vera,"Ice cream bean, River koko, Guaba, Pois Doux",Tree,15.0,10-12,F,MH,N,M,2,2,3
Ligularia hiberniflorum, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Melissa officinalis,"Lemon Balm, Common balm, Bee Balm, Sweet Balm, Lemon Balm",Perennial,0.7,4-8,F,LM,SN,DM,3,5,3
Nothofagus betuloides, ,Tree,20.0,6-9,F,LMH,N,M,0,0, 
Nothofagus cunninghamii,Myrtle Beech,Tree,55.0,8-11,F,LMH,N,M,0,0, 
Nothofagus fusca,Red Beech,Tree,35.0,8-11,F,LMH,N,M,0,0, 
Nothofagus menziesii,Silver Beech,Tree,20.0,8-11,F,LMH,N,M,0,0, 
Nothofagus obliqua,"Roblé, Roble beech",Tree,20.0,6-9,F,LMH,N,M,0,0, 
Nothofagus pumilio,Lenga,Tree,40.0,6-9,M,LMH,N,M,1,0, 
Nothofagus solanderi,Black Beech,Tree,30.0,7-10,F,LMH,N,M,0,0, 
Platycarya strobilacea, ,Tree,12.0,6-9, ,LMH,SN,M,1,0, 
Plukenetia volubilis,Inca peanut,Climber,2.0,10-12,F,LMH,SN,M,3,0,3
Ranunculus ficaria,"Lesser Celandine - Pilewort, Fig buttercup",Perennial,0.2,0-0,F,LMH,SN,M,1,2,0
Reynoutria japonica,Japanese knotweed.,Perennial,2.0,4-8,F,LMH,SN,M,3,3,3
Rhamnus carolinianus,"Indian Cherry, Oak, Carolina Buckthorn",Tree,12.0,5-9,S,LMH,SN,M,2,1, 
Rhamnus frangula,Alder Buckthorn,Shrub,5.0,3-7,S,LMH,SN,MWe,0,3,3
Rhamnus purshiana,Cascara Sagrada,Tree,10.0,-, ,LMH,SN,M,2,3, 
Telfairia pedata,Oysternut,Climber,20.0,10-12,F,LMH,SN,M,4,2,2
Thamnocalamus spathaceus,Umbrella Bamboo,Bamboo,4.0,5-9, ,LMH,FSN,M,0,0, 
Trifolium ornithopodioides,"Birdsfoot Fenugreek, Bird clover",Annual/Perennial,0.2,0-0, ,LMH,N,MWe,1,0, 
Trigonella foenum-graecum,"Fenugreek, Sicklefruit fenugreek",Annual,0.6,5-9,F,LMH,N,DM,4,5, 
Yushania maculata,Maculata bamboo,Bamboo,5.0,6-10,F,LMH,SN,M,3,0,3
Zanthoxylum piperitum,Japanese Pepper Tree,Shrub,2.0,5-9, ,LMH,SN,M,3,2,1
Zanthoxylum schinifolium,Peppertree,Shrub,4.0,5-9, ,LMH,SN,M,2,2,0
1 2,1,2,,,,,,,,,
