Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Calamus rotang,"Rattan, Rotang, Rattan Cane",Climber,25.0,11-12,F,LMH,SN,M,2,2,4
Calamus spp.,Rattan Palm,Perennial,50.0,10-12,M,LMH,SN,M,2,2,5
Calandrinia balonensis, ,Annual/Perennial,0.1,-, ,L,N,DM,2,0, 
Calandrinia ciliata,"Redmaids, Fringed redmaids",Annual,0.3,0-0, ,LM,N,DM,2,0,0
Calandrinia ciliata menziesii,Redmaids,Annual,0.1,-, ,L,N,DM,2,0, 
Calandrinia polyandra,Parakeelya,Annual/Perennial,0.1,-, ,LM,N,DM,2,0, 
Calandrinia remota, ,Annual/Perennial,0.1,-, ,L,N,DM,2,0, 
Calathea allouia,"Sweetcorn Root, Guinea Arrowroot",Perennial,2.0,10-12,M,LMH,SN,M,4,0,1
Calceolaria arachnoidea, ,Perennial,0.5,8-11, ,LMH,SN,M,0,1, 
Calceolaria thyrsiflora, ,Shrub,0.7,8-11, ,LMH,SN,M,0,1, 
Calendula arvensis,Field Marigold,Annual,0.3,5-9, ,LMH,N,M,2,3, 
Calendula officinalis,"calendula, Pot Marigold",Annual,0.6,2-11,M,LMH,SN,M,3,5,4
Calicotome spinosa, ,Shrub,3.0,7-10, ,LMH,N,DM,0,0, 
Calicotome villosa, ,Shrub,3.0,7-10, ,LMH,N,DM,0,0, 
Calla palustris,Water Arum,Perennial,0.3,4-8, ,LMH,N,WeWa,2,2, 
Calliandra calothyrsus,"Red Calliandra, Powderpuff, Kaliandra",Shrub,6.0,10-12,F,LMH,SN,M,0,0,5
Callicarpa americana,"American Beautyberry, Beautyberry, French Mulberry, American Beautyberry",Shrub,1.8,7-10,S,M,SN,M,2,2, 
Callicarpa japonica,"Beautyberry, Japanese callicarpa, Japanese Beautyberry",Shrub,2.0,5-8,M,LMH,SN,M,1,0, 
Callicarpa macrophylla, ,Shrub,2.5,8-11, ,LMH,SN,M,1,2, 
Callicarpa mollis, ,Shrub,2.4,7-10, ,M,N,M,1,0, 
Callicarpa pedunculata, ,Shrub,3.0,9-11, ,LMH,N,M,0,2, 
Callicoma serratifolia,Black Wattle,Shrub,6.0,8-11, ,LMH,SN,M,0,0, 
Calligonum aphyllum, ,Shrub,1.2,4-8, ,LM,N,DM,2,0, 
Callirhoe digitata,"Finger Poppy Mallow, Winecup",Perennial,0.9,4-8, ,L,N,DM,2,0, 
Callirhoe involucrata,"Poppy Mallow, Purple poppymallow, Winecup, Finger Poppy Mallow",Perennial,0.2,4-8,M,L,N,DM,3,2,0
Callirhoe leiocarpa,Tall Poppy-Mallow,Annual,0.9,5-9, ,L,N,DM,2,0, 
Callistemon citrinus,"Crimson Bottlebrush, Red Bottlebrush, Lemon Bottlebrush",Shrub,4.5,8-11,M,LMH,N,DMWe,2,0, 
Callitriche hermaphroditica,"Water Starwort, Northern water-starwort",Perennial,0.3,5-9, ,LMH,N,Wa,0,0, 
Callitriche palustris,"Common Waterwort, Vernal water-starwort",Perennial,0.3,0-0, ,LMH,N,Wa,1,0, 
Callitris columellaris,White Cypress-Pine,Tree,20.0,9-11, ,LM,N,DM,0,0, 
Callitris endlicheri,Red Cypress-Pine,Tree,20.0,8-11, ,LM,N,DM,0,1, 
Calluna vulgaris,"Heather, Scotch Heather",Shrub,0.6,4-7, ,LM,SN,DM,2,2,5
Calocedrus decurrens,"Incense Cedar, California Incense Cedar",Tree,15.0,5-8,S,LMH,SN,DM,1,1, 
Calochortus aureus,"Mariposa Lily, Golden mariposa lily",Bulb,0.3,3-7, ,LM,N,DM,2,0, 
Calochortus barbatus, ,Bulb,0.6,3-7, ,LM,N,DM,1,0, 
Calochortus clavatus,"Clubhair mariposa lily, Arroyo de la Cruz mariposa lily",Bulb,1.0,8-10,M,LM,N,DM,1,0, 
Calochortus elegans,"Star Tulip, Elegant mariposa lily",Bulb,0.2,3-7, ,LM,N,DM,1,0, 
Calochortus gunnisonii,"Mariposa Lily, Gunnison's mariposa lily",Bulb,0.3,3-7, ,LM,N,DM,2,1, 
Calochortus luteus,"Yellow Mariposa, Yellow mariposa lily",Bulb,0.3,3-7, ,LM,N,DM,2,0, 
Calochortus macrocarpus,"Sagebrush Mariposa Lily, Nez Perce mariposa lily",Bulb,0.5,3-7, ,LM,N,DM,2,1, 
Calochortus nuttallii,Sego Lily,Bulb,0.2,3-7, ,LM,N,DM,2,0, 
Calochortus pulchellus,"Mount Diablo Globelily, Mt. diablo fairy-lantern",Bulb,0.3,3-7, ,LM,SN,DM,2,0, 
Calochortus tolmiei,Tolmie Startulip,Bulb,0.3,3-7, ,LM,SN,DM,2,0, 
Calochortus uniflorus,"Large-Flowered Star Tulip, Monterey mariposa lily",Bulb,0.3,3-7, ,LM,N,DM,1,0, 
Calochortus venustus,Butterfly Mariposa Lily,Bulb,0.6,3-7, ,LM,N,DM,2,0, 
Calophyllum brasiliense,Brazil Beauty-Leaf,Tree,30.0,10-12,F,LMH,SN,M,0,2,4
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
Calopogonium caeruleum,Wild jicama,Climber,5.0,10-12,F,LMH,FSN,M,0,0,2
Calopogonium mucunoides,"Calopo, Wild ground nut",Climber,5.0,10-12,F,LMH,N,M,0,0,3
Calotropis gigantea,"Giant Milkweed, Crown Flower, Giant Calotrope, Swallow-wort",Tree,5.0,10-12,F,LMH,N,DM,2,3,4
Calotropis procera,"Auricula Tree, Dead Sea Apple, Sodom Apple",Shrub,4.0,8-11,M,LMH,SN,DM,1,3,4
Caltha leptosepala,"Western Marsh Marigold, Howell's marsh marigold, Sulphur marsh marigold",Perennial,0.3,3-7, ,LMH,SN,WeWa,2,1, 
Caltha leptosepala howellii, ,Perennial,0.3,3-7, ,LMH,SN,WeWa,2,0, 
Caltha natans,Floating marsh marigold,Perennial,0.3,0-0, ,LMH,SN,WeWa,1,1, 
Caltha palustris,"Marsh Marigold, Yellow marsh marigold",Perennial,0.3,3-7, ,LMH,SN,WeWa,2,2, 
Caltha sinogracilis, ,Perennial,0.1,-, ,LMH,SN,WeWa,1,0, 
Calycanthus floridus,"Carolina Allspice, Eastern sweetshrub, Strawberry Bush, Sweetshrub, Carolina Allspice",Shrub,2.7,5-10,M,LM,SN,M,3,2,2
Calycanthus floridus glaucus,Eastern Sweetshrub,Shrub,3.0,5-9, ,LMH,SN,M,2,1, 
Calycanthus occidentalis,"Californian Allspice, Western sweetshrub",Shrub,3.0,6-9, ,LM,SN,M,3,1,2
Calypso bulbosa,Fairyslipper,Perennial,0.1,4-8, ,LMH,FS,MWe,2,1, 
Calystegia hederacea,Japanese false bindweed,Perennial Climber,5.0,4-8, ,LMH,N,M,2,1, 
Calystegia pellita, ,Perennial Climber,3.0,-, ,LMH,N,M,2,0, 
Calystegia pubescens,Japanese Bindweed,Perennial Climber,3.0,4-8, ,LMH,N,M,1,1, 
Calystegia sepium,"Hedge Bindweed, Hedge false bindweed, Appalachia false bindweed, Bingham's false bindweed",Perennial Climber,3.0,4-8,F,LMH,SN,M,2,1,1
Calystegia soldanella,"Sea Bindweed, Seashore false bindweed",Perennial Climber,0.6,5-9, ,LMH,N,M,1,1, 
Calystegia subvolubilis, ,Perennial Climber,3.0,4-8, ,LMH,N,M,1,0, 
Camassia cusickii,Cussick's camas,Bulb,0.9,3-11,M,LM,SN,M,2,0,3
Camassia leichtlinii,"Wild Hyacinth, Large camas, Suksdorf's large camas",Bulb,1.0,3-7, ,LMH,SN,M,4,0, 
Camassia quamash,"Quamash, Small camas, Utah small camas, Walpole's small camas",Bulb,0.3,3-7, ,LMH,SN,M,5,1, 
Camassia scilloides,Atlantic Camas,Bulb,0.6,6-9, ,LMH,SN,M,3,0, 
Camelina sativa,Gold Of Pleasure,Annual,0.6,6-9, ,LMH,SN,DM,3,0, 
Camellia biflora, ,Shrub,9.0,-, ,LM,SN,M,2,0, 
Camellia chekiangoleosa,Camellia,Shrub,6.0,7-10, ,LM,SN,M,2,0, 
Camellia gracilis,Camellia,Shrub,4.0,-, ,LM,SN,M,2,0, 
Camellia japonica,"Camellia, Common Camellia, Japanese Camellia",Shrub,10.0,7-9,S,LM,FSN,M,3,2,2
Camellia kissi, ,Shrub,12.0,7-10, ,LM,SN,M,2,2, 
Camellia oleifera,"Tea-Oil Plant, Tea Oil Camellia",Shrub,4.0,6-9,S,LM,SN,M,2,2, 
Camellia pitardii, ,Shrub,7.0,7-10, ,LM,SN,M,2,0, 
Camellia polyodonta, ,Shrub,4.5,7-10, ,LM,SN,M,2,0, 
Camellia reticulata,To-tsubaki,Shrub,10.0,7-10, ,LM,SN,M,3,0,1
Camellia sasanqua,"Camellia, Sasanqua camellia",Shrub,3.0,7-9,S,LM,SN,M,3,1,4
Camellia semiserrata, ,Shrub,12.0,7-10, ,LM,SN,M,2,0, 
Camellia sinensis,"Tea Plant, Assam tea, Tea Tree Camellia",Shrub,4.0,7-9,S,LM,S,M,4,4,3
Camellia sinensis assamica,"Tea Plant, Assam Tea",Shrub,10.0,8-10,S,LMH,SN,M,4,4,3
Camellia yunnanensis, ,Shrub,3.6,7-10, ,LM,SN,M,2,0, 
Campanula alliariifolia,Cornish Bellflower,Perennial,0.7,3-7,M,LM,SN,M,3,0, 
Campanula carpatica,"Tussock Bellflower, Carpathian Bellflower, Carpathian Harebell",Perennial,0.3,3-8,S,LM,SN,M,3,0,2
Campanula carpatica turbinata, ,Perennial,0.3,3-7, ,LM,N,M,3,0,2
Campanula cochleariifolia,Fairies Thimbles,Perennial,0.2,5-9, ,LM,N,M,4,0, 
Campanula edulis, ,Perennial,0.2,-, ,LM,SN,M,2,0, 
Campanula fenestrellata,Adriatic Bellflower,Perennial,0.2,5-9,M,LM,SN,M,4,0, 
Campanula garganica,Adriatic Bellflower,Perennial,0.2,4-8, ,LM,N,M,3,0, 
Campanula glomerata,"Clustered Bellflower, Dane's blood, Clustered Bellflower",Perennial,1.0,4-9,M,LM,SN,M,4,0, 
Campanula lactiflora,Milky Bellflower,Perennial,1.0,4-8, ,LM,SN,M,3,0, 
Campanula lasiocarpa,Mountain harebell,Perennial,0.2,4-8, ,L,N,M,2,0, 
Campanula latifolia,"Large Campanula, Giant bellflower",Perennial,1.5,3-7, ,LM,FS,DM,3,1, 
Campanula latiloba, ,Perennial,0.9,3-7,M,LM,SN,M,3,0, 
Campanula medium,"Canterbury Bells, Cup and Saucer, Canterbury Bells",Biennial,1.2,6-8,M,LM,SN,M,2,0, 
Campanula parryi,"Parry's Bellflower, Idaho bellflower",Perennial,0.3,4-8,F,LM,SN,M,1,1, 
Campanula persicifolia,"Harebell, Peachleaf bellflower",Perennial,1.0,3-7, ,LM,SN,M,4,0, 
Campanula portenschlagiana,Adria Bellflower,Perennial,0.3,3-7,F,LM,SN,M,3,0,3
Campanula poscharskyana,Trailing Bellflower,Perennial,0.3,3-7,F,LM,SN,M,4,0, 
Campanula punctata,"Chinese Rampion, Spotted bellflower",Perennial,0.4,5-9,F,LM,SN,M,4,0, 
Campanula pyramidalis,Chimney Bellflower,Perennial,1.5,7-10, ,LMH,SN,M,3,0, 
Campanula rapunculoides,"Creeping Bellflower, Rampion bellflower",Perennial,1.2,3-7,F,LM,SN,M,3,1,0
Campanula rapunculus,Rampion,Biennial,0.9,4-8, ,LM,SN,M,4,0, 
Campanula rotundifolia,"Harebell, Bluebell bellflower",Perennial,0.4,4-9,M,LM,SN,DM,1,1, 
Campanula takesimana,Korean Bellflower,Perennial,0.5,4-8, ,LM,SN,M,4,0, 
Campanula versicolor, ,Perennial,1.2,7-10, ,LM,N,DM,5,0, 
Camphorosma monspeliaca, ,Shrub,0.6,7-10, ,LM,N,DM,0,1, 
Campsis grandiflora,Trumpet Creeper,Climber,9.0,6-9,F,LMH,N,M,0,2, 
Campsis radicans,"Trumpet Vine, Trumpet creeper",Climber,12.0,4-10,F,LMH,N,M,0,1,1
Camptotheca acuminata,"Happy Tree, Cancer Tree",Tree,20.0,10-12,F,LMH,SN,M,0,5,5
Cananga odorata,"Ylang Ylang, Perfume Tree",Tree,20.0,10-12,F,LMH,SN,M,2,3,4
Canarium album,Chinese White Olive,Tree,0.0,-, ,LMH,SN,M,1,1, 
Canarium indicum,"Canarium Nut, Ngali, Galip nut, kenari nut",Tree,35.0,10-12,F,MH,SN,M,4,2,3
Canarium luzonicum,Manila Elemi,Tree,30.0,10-12, ,LMH,N,M,4,3,4
Canarium ovatum,Pili Nut,Tree,20.0,10-12,M,LMH,N,M,4,3,3
Canarium schweinfurtii,African elemi,Tree,30.0,10-12,M,LMH,N,M,3,3,3
Canarium vulgare,"Java Almond, Kenari Nut",Tree,45.0,10-12,F,LMH,N,M,4,1,3
Canavalia gladiata,Sword Bean,Annual/Perennial,10.0,10-12,F,LMH,SN,M,3,2,3
Canna edulis,"Achira, Indian shot",Perennial,3.0,7-10, ,LMH,N,M,3,0, 
Canna glauca,"Louisiana Canna, Maraca amarilla",Perennial,1.5,9-11, ,LMH,N,M,2,0, 
Canna indica,Indian Shot,Perennial,1.5,7-10, ,LMH,N,M,4,2,3
Cannabis sativa,"Hemp, Marijuana",Annual,2.5,8-11, ,LMH,N,M,4,4,4
Cantleya corniculata,Daru,Tree,30.0,10-12,F,LMH,N,MWe,1,0,4
Capparis spinosa,"Caper,Common Caper, Caper Bush",Shrub,1.0,8-10,F,LMH,N,DM,2,3, 
Capsella bursa-pastoris,Shepherd's Purse,Annual,0.3,6-10, ,LMH,SN,DM,3,2,2
Capsicum annuum,"Sweet Pepper, Cayenne Pepper, Chili Pepper, Christmas Pepper, Red Pepper, Ornamental Chili Pepper",Perennial,1.0,10-11,M,LMH,N,M,4,3,2
Capsicum baccatum,"Locoto, Aji",Perennial,2.0,8-11, ,LMH,N,M,3,3, 
Capsicum chinense,"Bonnet Pepper, Chinese capsicum",Shrub,1.5,10-12,F,LMH,N,M,3,4,1
Capsicum frutescens,"Tabasco Pepper, Cayenne pepper",Perennial,1.0,8-11, ,LMH,N,M,3,4, 
Capsicum pubescens,"Tree Pepper, Rocoto",Perennial,3.0,8-11, ,LMH,N,M,3,3, 
Caragana arborescens,"Siberian Pea Tree, Siberian peashrub",Shrub,6.0,2-7,F,LM,N,DM,5,1,4
Caragana boisii,Siberian peatree,Shrub,2.0,2-9,F,LM,N,DM,4,0,4
Caragana brevispina,"Pea Tree, Bebali kanda",Shrub,2.5,4-9, ,LM,N,DM,4,1,3
Caragana decorticans, ,Shrub,5.4,5-9, ,LM,N,DM,0,0, 
Caragana frutex,Russian pea shrub,Shrub,1.2,2-7,S,LM,N,DM,0,0,2
Caragana fruticosa,"Siberian Peashrub,",Shrub,2.0,0-0,F,LM,N,DM,3,0,5
Caragana gerardiana, ,Shrub,1.0,4-8, ,LMH,N,M,0,0, 
Caragana jubata,Shag-Spine,Shrub,1.0,3-7, ,LM,N,DM,0,1, 
Caragana microphylla,Littleleaf Peashrub,Shrub,2.0,4-9,F,LM,N,M,0,0,3
Caragana pygmaea,Pygmy Peashrub,Shrub,1.2,3-7,S,LM,N,DM,1,0,2
Caragana sinica,Chinese Pea Shrub,Shrub,1.5,5-9, ,LM,N,DM,1,2, 
Carapa guianensis,Andiroba,Tree,35.0,10-12,F,LMH,FSN,MWe,0,4,4
Carapichea ipecacuanha,Ipecac,Shrub,0.5,10-12,M,LMH,FS,M,0,4,0
Cardamine amara,Large Bittercress,Perennial,0.6,4-8, ,LMH,SN,M,3,1, 
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
Cardamine amaraeformis, ,Annual,0.0,-, ,LMH,SN,M,2,0, 
Cardamine bonariensis, ,Annual,0.0,-, ,LMH,SN,M,2,0, 
Cardamine bulbifera,"Coral Root, Coralroot bittercress",Perennial,0.5,4-8, ,LMH,SN,M,2,0, 
Cardamine bulbosa,Bulbous Bittercress,Perennial,0.5,4-8, ,LMH,SN,MWe,2,0, 
Cardamine debilis,Roadside bittercress,Perennial,0.3,0-0, ,LMH,SN,M,2,0, 
Cardamine fauriei, ,Perennial,0.3,4-8, ,LMH,SN,MWe,2,0, 
Cardamine flexuosa,"Wavy Bittercress,Woodland bittercress",Annual/Perennial,0.5,4-8, ,LMH,SN,MWe,2,0, 
Cardamine glacialis, ,Perennial,0.3,-, ,LMH,SN,M,2,0, 
Cardamine heptaphylla, ,Perennial,0.4,-, ,LMH,SN,MWe,2,0, 
Cardamine hirsuta,Hairy Bittercress,Annual,0.3,4-8, ,LMH,SN,M,3,0,1
Cardamine impatiens,Narrowleaf bittercress,Annual/Biennial,0.6,4-8, ,LMH,SN,MWe,2,1,0
Cardamine kitaibelii, ,Perennial,0.2,5-9, ,LMH,SN,MWe,2,0, 
Cardamine komarovii, ,Perennial,0.3,-, ,LMH,SN,MWe,2,0, 
Cardamine leucantha, ,Perennial,0.6,4-8, ,LMH,SN,MWe,2,1, 
Cardamine loxostemonoides,Cuckoo Flower,Annual,0.3,-, ,LMH,SN,M,1,0, 
Cardamine lyrata, ,Perennial,0.5,6-9, ,LMH,SN,MWe,2,0, 
Cardamine macrophylla, ,Perennial,0.3,5-9, ,LMH,SN,MWe,2,0, 
Cardamine nasturtioides, ,Perennial,0.3,-, ,LMH,SN,M,2,0, 
Cardamine nipponica, ,Perennial,0.1,-, ,LMH,SN,M,1,0, 
Cardamine oligosperma,"Spring Cress, Little western bittercress, Umbel bittercress",Annual/Biennial,0.3,0-0, ,LMH,SN,MWe,2,1, 
Cardamine pennsylvanica,Bittercress,Biennial/Perennial,0.6,4-8, ,LMH,SN,MWe,2,1, 
Cardamine pentaphyllos, ,Perennial,0.3,-, ,LMH,SN,MWe,2,0, 
Cardamine pratensis,Cuckoo Flower,Perennial,0.5,4-8, ,LMH,SN,MWe,3,2,2
Cardamine prorepens, ,Perennial,0.4,4-8, ,LMH,SN,MWe,2,0, 
Cardamine raphanifolia, ,Perennial,0.5,4-8, ,LMH,FS,MWe,1,0, 
Cardamine rotundifolia,"American Water Cress, American bittercress",Perennial,0.3,5-9, ,LMH,SN,MWeWa,2,0, 
Cardamine schinziana, ,Perennial,0.3,4-8, ,LMH,SN,MWe,2,0, 
Cardamine scutata, ,Annual/Biennial,0.3,4-8, ,LMH,SN,MWe,2,0, 
Cardamine trifolia, ,Perennial,0.2,6-9, ,LMH,FS,MWE,1,0, 
Cardamine violacea, ,Perennial,0.3,-, ,LMH,SN,M,2,0, 
Cardamine yezoensis, ,Perennial,0.5,4-8, ,LMH,SN,MWe,2,0, 
Cardaria draba,"Hoary Cress, Whitetop",Perennial,1.0,5-9, ,LMH,SN,M,2,1,0
Cardiocrinum cordatum, ,Bulb,1.8,6-9, ,LMH,S,M,2,0, 
Cardiocrinum giganteum, ,Bulb,1.8,6-9, ,LMH,S,M,0,1, 
Cardiospermum halicacabum,"Heart Seed, Balloon vine",Climber,3.0,8-11, ,LMH,N,M,1,2,1
Carduus cernuus, ,Biennial,0.9,-, ,LMH,N,M,1,0, 
Carduus crispus,"Welted Thistle, Curly plumeless thistle",Biennial,0.9,6-9, ,LMH,N,M,1,1,1
Carduus nutans,"Musk Thistle, Nodding plumeless thistle",Biennial,0.9,6-9, ,LMH,N,M,2,2,1
Carex acutiformis,"Swamp Sedge, Lesser pond sedge",Perennial,0.8,0-0, ,LMH,SN,MWe,1,0, 
Carex aquatilis,"Water sedge, Sitka sedge",Perennial,1.0,3-7, ,LMH,SN,MWe,1,0, 
Carex arenaria,Sand Sedge,Perennial,0.5,6-9,F,LM,SN,DM,2,2, 
Carex brizoides, ,Perennial,0.0,-, ,LMH,SN,MWe,1,0, 
Carex buxbaumii,Buxbaum's sedge,Perennial,0.6,0-0, ,LMH,SN,MWe,1,0, 
Carex dispalata, ,Perennial,0.0,-, ,LMH,SN,MWe,1,0, 
Carex disticha,Tworank sedge,Perennial,0.5,4-8, ,LMH,SN,MWe,1,0, 
Carex elata,"Tufted Sedge, Golden Variegated Sedge, Tufted Sedge",Perennial,1.2,5-9,M,LMH,SN,MWe,2,0, 
Carex hirta,Hammer sedge,Perennial,0.5,5-9, ,LMH,SN,MWe,1,1, 
Carex kobomugi,Japanese sedge,Perennial,0.2,6-8, ,LMH,SN,MWe,1,0,2
Carex macrocephala,Largehead sedge,Perennial,0.2,0-0, ,LMH,SN,MWe,1,0, 
Carex meyeriana,"Sedge, Wu la cao",Perennial,0.5,9-12,F,LMH,FSN,MWe,0,0,4
Carex morrowii,"Iwashiba, Japanese Sedge",Perennial,0.6,5-9,F,LMH,FSN,M,0,0,4
Carex nebrascensis,Nebraska sedge,Perennial,0.5,0-0, ,LMH,SN,M,0,0, 
Carex nubigena, ,Perennial,0.0,-, ,LMH,SN,MWe,1,1, 
Carex paniculata, ,Perennial,1.5,6-9, ,LMH,SN,MWe,1,0, 
Carex pensylvanica,Pennsylvania sedge,Perennial,0.3,4-8,M,LMH,FSN,DM,0,0,3
Carex riparia,Great Pond Sedge,Perennial,1.5,5-9,F,LMH,SN,MWe,1,0, 
Carex rostrata,"Beaded Sedge, Beaked sedge",Perennial,1.0,0-0, ,LMH,SN,MWe,1,0, 
Carex utriculata,"Sedge, Northwest territory sedge",Perennial,1.2,0-0, ,LMH,SN,WeWa,2,0, 
Carica papaya,"Papaya, Mamo, Melon Tree",Tree,8.0,9-12,F,LMH,N,M,5,3,3
Carlina acanthifolia, ,Perennial,0.6,4-8, ,LMH,N,DM,1,0, 
Carlina acaulis,Stemless Carline Thistle,Biennial/Perennial,0.2,4-8, ,LMH,N,DM,2,2, 
Carlina vulgaris,Carline Thistle,Biennial,0.5,5-9, ,LMH,N,DM,1,1, 
Carludovica palmata,"Panama Hat Plant, Carludovica Palm",Perennial,2.0,10-12,F,LMH,SN,M,3,0,4
Carmona retusa,"Fukien Tea, Philippine tea tree",Shrub,3.0,10-12,F,LMH,N,M,2,4,2
Carpesium abrotanoides, ,Perennial,1.0,-, ,LMH,SN,M,2,2, 
Carpesium divaricatum, ,Perennial,1.0,-, ,LMH,SN,M,1,2, 
Carpesium glossophyllum, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Carpesium triste, ,Perennial,1.0,-, ,LMH,SN,M,1,0, 
