Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Quercus engelmannii,"Evergreen Oak, Engelmann oak, Mesa Oak",Tree,10.0,8-11,M,MH,SN,M,2,2, 
Quercus falcata,"Southern Red Oak, Cherrybark Oak, Spanish Oak, Southern Red Oak",Tree,25.0,7-9,M,MH,SN,M,1,2, 
Quercus floribunda, ,Tree,0.0,-, ,MH,SN,M,2,2, 
Quercus frainetto,"Hungarian Oak, Italian Oak, Forest Green Oak",Tree,30.0,5-8,F,MH,SN,M,4,2, 
Quercus fruticosa, ,Shrub,2.0,7-10, ,MH,N,M,3,2,2
Quercus gambelii,"Shin Oak, Gambel oak, Rocky Mountain White Oak",Shrub,4.5,4-8,S,MH,SN,DM,3,2,3
Quercus garryana,"Oregon White Oak, Garry Oak",Tree,18.0,7-9,S,MH,SN,M,2,2, 
Quercus glauca,"Ring-cup oak , Ring Cupped Oak, Blue Japanese Oak",Tree,15.0,8-9,S,MH,SN,M,3,2, 
Quercus hispanica, ,Tree,20.0,6-9, ,MH,SN,M,3,2, 
Quercus ilex,"Holly Oak, Evergreen Oak",Tree,25.0,6-10,S,LMH,SN,M,5,2,3
Quercus ilex ballota,Holm Oak,Tree,25.0,6-9,S,LMH,SN,M,5,2,3
Quercus imbricaria,"Shingle Oak, Northern Laurel Oak",Tree,20.0,4-8,M,MH,SN,M,2,2, 
Quercus infectoria,"Aleppo Oak, Oak",Shrub,1.8,6-8,M,MH,SN,M,2,2, 
Quercus insignis,Chicalaba,Tree,22.0,8-11,F,LMH,N,M,1,2,3
Quercus ithaburensis macrolepis,Valonia Oak,Tree,15.0,6-9, ,MH,SN,DM,4,2,0
Quercus kelloggii,"Californian Black Oak, Black Oak",Tree,25.0,8-11,M,MH,SN,M,3,2,4
Quercus laevis,"American Turkey Oak, Turkey oak",Tree,12.0,7-9,S,MH,SN,M,2,2, 
Quercus lamellosa,Bull Oak,Tree,35.0,7-10, ,MH,SN,M,3,2, 
Quercus leucotrichophora, ,Tree,25.0,7-10, ,MH,SN,DM,2,2, 
Quercus libani,Lebanon Oak,Tree,8.0,5-9, ,MH,SN,DM,2,2, 
Quercus lineata, ,Tree,0.0,-, ,MH,SN,M,2,2, 
Quercus lobata,"Californian White Oak, Valley oak",Tree,30.0,7-11,S,MH,SN,M,2,2, 
Quercus lyrata,Overcup Oak,Tree,30.0,5-9,S,MH,SN,M,3,2, 
Quercus macrocarpa,"Burr Oak, Mossy Cup Oak",Tree,15.0,3-8,S,MH,SN,DM,3,2,4
Quercus marilandica,Blackjack Oak,Tree,10.0,6-9,S,MH,SN,DM,2,2, 
Quercus michauxii,Swamp Chestnut Oak,Tree,30.0,5-9,M,MH,SN,MWe,2,2,3
Quercus mongolica,Mongolian oak,Tree,30.0,5-8,M,MH,SN,M,2,2, 
Quercus mongolica grosseserrata, ,Tree,20.0,3-7, ,MH,SN,M,2,2, 
Quercus muehlenbergii,"Yellow Chestnut Oak, Chinkapin oak",Tree,20.0,4-8,M,MH,SN,M,3,2,3
Quercus myrsinaefolia, ,Tree,15.0,6-9, ,MH,SN,M,2,2, 
Quercus nigra,Water Oak,Tree,20.0,5-9, ,MH,SN,M,2,2, 
Quercus oblongifolia,Mexican Blue Oak,Shrub,8.0,6-9, ,MH,SN,M,3,2,2
Quercus palustris,"Pin Oak, Swamp Oak",Tree,25.0,4-8,F,MH,SN,M,3,2, 
Quercus petraea,"Sessile Oak, Durmast oak",Tree,40.0,5-8,S,MH,SN,MWe,2,3, 
Quercus phellos,Willow Oak,Tree,20.0,5-9,M,MH,SN,M,2,2, 
Quercus phillyreoides,"Black ridge oak,",Shrub,9.0,6-9,S,MH,SN,M,3,2,2
Quercus prinoides,Dwarf Chinkapin Oak,Shrub,4.0,4-8, ,MH,SN,DM,2,2,2
Quercus prinus,Rock Chestnut Oak,Tree,20.0,4-8,S,MH,SN,M,4,2,3
Quercus pubescens,Downy Oak,Tree,20.0,4-8, ,MH,SN,DM,2,2, 
Quercus pungens,"Sandpaper Oak, Pungent oak",Shrub,2.0,6-9, ,MH,SN,M,2,2, 
Quercus robur,"Pedunculate Oak, English oak",Tree,30.0,4-8,S,MH,SN,MWe,4,3,5
Quercus rubra,"Red Oak, Northern red oak",Tree,25.0,3-7,F,MH,SN,DM,3,2, 
Quercus semecarpifolia, ,Tree,30.0,7-10, ,MH,SN,M,2,2, 
Quercus serrata,Bao li,Tree,15.0,4-8, ,MH,SN,M,2,2, 
Quercus shumardii,"Shumard Oak, Schneck oak",Tree,30.0,4-8,M,MH,SN,M,2,2, 
Quercus species, ,Tree,0.0,-, ,MH,SN,M,3,2, 
Quercus stellata,Post Oak,Tree,20.0,4-8,S,MH,SN,M,3,2, 
Quercus suber,Cork Oak,Tree,20.0,7-10,S,MH,SN,M,2,2,0
Quercus suber occidentalis,Cork Oak,Tree,18.0,7-10,S,MH,SN,DM,2,2, 
Quercus undulata,Wavyleaf Oak,Shrub,3.0,4-8, ,MH,SN,M,2,2, 
Quercus variabilis,Chinese Cork Oak,Tree,30.0,4-8, ,MH,SN,M,2,2, 
Quercus velutina,Black Oak,Tree,30.0,-,M,MH,SN,DM,2,3, 
Quercus virginiana,Live Oak,Tree,20.0,6-9,M,MH,SN,DM,3,2, 
Quercus wislizenii,Live Oak,Tree,20.0,-,S,MH,SN,M,3,2, 
Quercus x bebbiana, ,Tree,15.0,3-7,S,MH,SN,DM,3,2, 
Quercus x hybrid,Burgambel oak,Tree,30.0,3-8,M,MH,SN,DM,3,2,3
Quillaja saponaria,"Soap-Bark Tree, Soapbark",Tree,18.0,9-11,S,LMH,N,M,0,3,0
Simarouba amara,"Paradise tree, bitterwood",Tree,25.0,10-12,F,LMH,SN,MWe,3,4,3
