Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
Cornus sanguinea,"Dogwood, Bloodtwig dogwood",Shrub,3.0,4-8, ,LMH,SN,M,2,1, 
Corynocarpus spp.,Karaka,Tree,15.0,7-10,F,LMH,SN,M,2,0,4
Cycas spp.,"Cycas, Sago Palm",Perennial,4.0,8-12,S,LMH,FSN,DMW,2,2,4
Cytisus scoparius,"Broom, Scotch broom, Common Broom",Shrub,2.4,5-8,F,LMH,SN,DM,1,3,4
Descurainia pinnata,"Tansy Mustard, Western tansymustard, Menzies' tansymustard.",Annual,0.6,0-0, ,LMH,SN,DM,2,1,1
Descurainia sophia,"Flixweed, Herb sophia",Annual/Biennial,0.9,0-0, ,LMH,SN,M,2,2,1
Diospyros celebica,"Indonesian Ebony, black ebony, makassar-ebenholts",Tree,30.0,10-12,S,LMH,N,M,2,0,4
Echinocystis lobata,Wild Cucumber,Annual,8.0,0-0,F,LMH,N,M,0,1,0
Encephalartos spp.,"Bread trees, Bread palms, Kaffir bread",Perennial,3.0,9-11,S,LM,SN,DM,1,0,4
Eremophila longifolia, ,Shrub,6.0,-, ,LMH,SN,M,0,1, 
Erigeron annuus,"Annual Fleabane, Eastern daisy fleabane",Annual/Perennial,1.0,3-8,M,LMH,N,M,1,0,0
Escallonia pulverulenta,Escallonia,Shrub,3.5,8-11,F,LMH,N,DM,0,0, 
Fagopyrum spp.,Perennial Buckwheat,Perennial,1.0,5-10,F,LMH,SN,M,4,3,2
Ferula karelinii, ,Perennial,0.6,-, ,LMH,N,DM,1,0, 
Filipendula ulmaria,"Meadowsweet, Queen of the meadow, Double Lady of the Meadow, European Meadowsweet",Perennial,1.2,3-9,M,LMH,SN,MWe,3,3,3
Filipendula vestita, ,Perennial,0.8,5-9, ,LMH,SN,MWe,0,1, 
Forsythia suspensa,"Lian Qiao, Weeping forsythia",Shrub,5.0,5-8,M,LMH,FSN,M,1,3,3
Frasera caroliniensis,American Columbo,Perennial,2.5,0-0, ,LM,SN,M,0,2, 
Frasera speciosa,"Green Gentian, Elkweed",Biennial/Perennial,1.5,3-7, ,LM,SN,M,1,2, 
Fuchsia excorticata,Konini,Shrub,10.0,8-11,M,LMH,SN,M,2,0, 
Gigantochloa hasskarliana,Awi Tela,Bamboo,10.0,10-12,F,LMH,SN,M,4,0,3
Gingidia harveyana, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Ginkgo biloba,"Maidenhair Tree, Ginkgo",Tree,30.0,3-8,S,LMH,N,DM,5,5,2
Glycine spp.,Perennial Soybean,Perennial,0.6,7-11,F,LM,S,M,4,3,4
Goodyera repens,"Creeping Lady's Tresses, Lesser rattlesnake plantain",Perennial,0.3,5-9, ,LM,SN,DM,0,2, 
Haloxylon spp,Saxaul,Shrub,8.0,10-12,S,LM,N,DM,3,2,4
Haplopappus spinulosus,Spiny Ironplant,Shrub,0.6,-, ,LMH,SN,DM,0,1, 
Holboellia latifolia, ,Climber,4.0,8-11, ,LMH,FSN,M,3,0, 
Holodiscus discolor,"Creambush, Oceanspray",Shrub,3.0,4-8,F,LMH,SN,M,1,2, 
Jovibarba sobolifera,Hen And Chickens Houseleek,Perennial,0.1,4-8, ,L,N,DM,2,0, 
Juniperus sabina,"Savine, Tam Juniper",Shrub,4.0,4-7,S,LMH,N,DM,0,2,4
Khaya senegalensis,Dryzone Mahogany,Tree,25.0,10-12,F,LMH,SN,MWe,2,3,4
Kirkophytum lyallii, ,Perennial,0.2,-, ,LMH,SN,M,1,0, 
Knautia arvensis,"Field Scabious, Field scabiosa",Perennial,1.0,5-9, ,LMH,SN,DM,0,2, 
Laser trilobum,Gladich,Perennial,1.2,-, ,LMH,SN,M,2,0, 
Lavandula dentata, ,Shrub,1.0,8-11, ,LMH,N,DM,0,1,3
Lavandula stoechas,French Lavender,Shrub,0.8,7-10, ,LMH,N,DM,0,2,4
Legousia pentagonia, ,Annual,0.3,-, ,LMH,N,M,2,0, 
Legousia speculum-veneris,Venus' Looking Glass,Annual,0.3,-, ,LMH,N,M,2,0, 
Limonium carolinianum,"Sea Lavender, Lavender thrift",Perennial,0.6,4-8, ,LMH,N,DM,0,1, 
Limonium vulgare,"Sea Lavender, Mediterranean sea lavender, Common Privet",Perennial,0.3,4-7, ,LMH,SN,DM,0,1, 
Microseris nutans,"Yam Daisy, Nodding microseris",Perennial,0.3,0-0, ,LMH,N,M,1,0, 
Oryza hybrids,Perennial Rice,Perennial,2.0,7-12,F,LMH,N,MWeWa,4,2,2
Osmanthus delavayi, ,Shrub,3.5,6-9,S,LMH,SN,DM,0,0, 
Packera obovata,Roundleaf ragwort,Perennial,0.6,3-8,F,LMH,FSN,M,0,0,2
Peucedanum palustre,"Marsh Hog's Fennel, Hogfennel",Biennial,1.5,5-9, ,LMH,SN,MWe,1,1, 
Polymnia uvedalia,Bearsfoot,Perennial,2.7,-, ,LMH,N,M,0,2, 
Raphia palma-pinus,Thatch palm,Tree,10.0,10-12,F,LMH,SN,MWe,0,2,4
Rhodiola rhodantha,"Queen's Crown, Redpod stonecrop",Perennial,0.4,4-8, ,LMH,N,DM,1,0, 
Rhodiola rosea,Rose Root,Perennial,0.3,0-0, ,LMH,N,DM,2,3,3
Rhodiola tibetica, ,Perennial,0.3,5-9, ,LMH,N,DM,1,0, 
Sabal etonia,Scrub Palmetto,Shrub,3.0,7-10,S,LMH,N,M,2,0, 
Sabal mexicana,"Mexican Palmetto, Rio Grande palmetto, Texas Palmetto",Tree,10.0,8-11,S,LMH,N,M,2,0, 
Sabal minor,"Bush Palmetto, Dwarf palmetto",Shrub,3.0,8-11,S,LMH,N,M,2,1, 
Sabal palmetto,"Cabbage Palmetto, Blue Palmetto, Common Palmetto",Tree,6.0,8-11,S,LMH,N,M,2,1, 
Sabatia angularis,"Bitter Bloom, Rosepink",Annual/Biennial,1.0,5-9, ,LMH,SN,M,1,1, 
Sabatia campestris,"Prairie Rose Gentian, Texas star",Annual/Biennial,0.2,0-0, ,LMH,SN,M,1,1, 
Sabatia elliotii, ,Annual/Biennial,0.5,-, ,LMH,SN,M,1,1, 
Saccharum hybrids,Energy Cane,Perennial,6.0,8-12,F,LMH,N,MWe,4,2,4
Saccharum officinarum,"Sugarcane, Purple Sugar Cane",Perennial,6.0,8-12,F,LMH,N,MWe,4,2,3
Sagina japonica,Japanese pearlwort,Annual/Biennial,0.2,-, ,LMH,SN,M,1,2, 
Sagina maxima,stickystem pearlwort,Annual/Biennial,0.2,-, ,LMH,SN,M,0,2, 
Sagittaria aginashi, ,Perennial,0.0,-, ,LMH,N,WeWa,1,0, 
Sagittaria brevirosta,Short-Beaked Arrow Leaf,Perennial,1.2,-, ,LMH,N,WeWa,2,0, 
Sagittaria chapmanii,Chapman's arrowhead,Perennial,0.5,-, ,LMH,N,WeWa,0,0, 
Sagittaria cuneata,"Wapato, arumleaf arrowhead",Perennial,0.8,5-9, ,LMH,N,WeWa,4,1, 
Sagittaria graminea,"Chinese Arrowhead, Grassy Arrowhead, Weatherby's arrowhead",Annual/Perennial,0.5,5-9, ,LMH,SN,WeWa,1,0,0
Sagittaria latifolia,"Duck Potato, Broadleaf Arrowhead",Perennial,1.2,6-9, ,LMH,N,WeWa,5,1,0
Sagittaria rigida,Sessile-Fruited Arrowhead,Perennial,0.8,6-9, ,LMH,N,WeWa,3,0, 
Sagittaria sagittifolia,"Arrow Head, Hawaii arrowhead",Perennial,1.0,6-9, ,LMH,N,WeWa,5,1,0
Sagittaria sagittifolia leucopetala, ,Perennial,1.0,-, ,LMH,SN,WeWa,3,1, 
Sagittaria trifolia,"Chinese Arrowroot, Threeleaf arrowhead",Perennial,1.0,10-12, ,LMH,SN,WeWa,4,0,0
Salacca zalacca,"Salak Palm, Snake Palm",Shrub,4.0,10-12,F,LM,SN,M,5,0,3
Salicornia bigelovii,"Dwarf Glasswort, Dwarf saltwort",Annual,0.3,0-0, ,LMH,N,M,3,0, 
Salicornia europaea,Glasswort,Annual,0.3,-, ,LMH,N,DM,3,0, 
Salicornia quinqueflora,Chicken Claws, ,0.0,-, ,LMH,SN,M,1,0, 
Salicornia rubra,"Red Glasswort, red swampfire",Annual,0.2,-, ,LMH,SN,M,1,0, 
Salicornia virginica,Virginia Glasswort,Perennial,0.3,-, ,LMH,N,M,1,1, 
Salix acutifolia,Sharp-Leaf Willow,Shrub,10.0,4-8, ,LMH,N,MWe,1,2, 
Salix aegyptiaca, ,Shrub,4.0,5-9, ,LMH,N,MWe,1,2, 
1 2 3 4 5 6 7 8 9,1,2,3,4,5,6,7,8,9,,
Salix alaxensis,Feltleaf Wiillow,Tree,10.0,3-7, ,LMH,N,MWe,1,2, 
Salix alba,White Willow,Tree,25.0,2-8,F,LMH,N,MWe,1,3, 
Salix alba caerulea,Cricket Bat Willow,Tree,25.0,-,F,LMH,N,MWe,1,3, 
Salix alba vitellina,Golden Willow,Tree,20.0,-,F,LMH,N,MWe,1,3, 
Salix 'Americana', ,Tree,0.0,-, ,LMH,N,MWe,0,2, 
Salix amygdaloides,Peach Leaved Willow,Tree,20.0,4-8,F,LMH,N,MWe,0,2, 
Salix appendiculata, ,Shrub,6.0,6-9, ,LMH,N,MWe,1,2, 
Salix arenaria, ,Shrub,1.0,5-9, ,LMH,N,MWe,1,2, 
Salix atrocinerea,"Rusty Sallow, large gray willow",Tree,10.0,-, ,LMH,N,MWe,0,3, 
Salix aurita,Eared Sallow,Shrub,2.5,4-8, ,LMH,N,DMWe,0,2, 
Salix babylonica,"Weeping Willow, Babylon Weeping Willow",Tree,12.0,6-9,F,LMH,N,MWe,1,3, 
Salix bakko, ,Tree,0.0,-, ,LMH,N,MWe,1,2, 
Salix bebbiana,"Beak Willow, Bebb Willow",Shrub,7.0,3-7,F,LMH,N,MWe,0,2, 
Salix bonplandiana,"Sauce, Bonpland willow",Tree,10.0,9-11,F,LMH,N,MWe,0,0,4
Salix 'Bowles hybrid', ,Tree,5.0,-,F,LMH,N,MWe,1,2, 
Salix brachycarpa,shortfruit willow,Shrub,1.4,4-8, ,LMH,N,MWe,1,2, 
Salix caprea,"Goat Willow, Kilmarnock Willow, Pink Pussy Willow, Pussy Willow",Tree,10.0,4-9,F,LMH,SN,DMWe,1,2, 
Salix chaenomeloides,Japanese Pussy Willow,Tree,6.0,6-8,F,LMH,N,MWe,1,2, 
Salix cinerea,"Grey Willow, Large gray willow",Shrub,5.0,2-7, ,LMH,N,MWe,0,3, 
Salix commutata,undergreen willow,Shrub,3.0,4-8, ,LMH,SN,MWe,1,2, 
Salix daphnoides,"Violet Willow, Daphne willow",Tree,10.0,4-8,F,LMH,N,MWe,1,2, 
Salix decipiens, ,Tree,0.0,-, ,LMH,N,MWe,1,2, 
Salix eriocephala,"Missouri Willow, Missouri River willow",Shrub,4.0,5-9, ,LMH,N,MWe,0,2, 
Salix exigua,"Coyote Willow, Narrowleaf willow",Tree,9.0,0-0, ,LMH,N,MWe,1,2, 
Salix fluviatilis,River Willow,Tree,7.0,3-7, ,LMH,N,MWe,0,2, 
Salix 'Forbiana', ,Shrub,0.0,-,F,LMH,N,MWe,1,2, 
Salix fragilis,Crack Willow,Tree,15.0,4-8,F,LMH,N,MWe,1,3, 
Salix gilgiana,Willow,Shrub,0.0,0-0,F,LMH,N,MWe,1,2, 
Salix gooddingii,Goodding's Willow,Tree,10.0,8-10,F,LMH,N,MWe,1,2, 
Salix gracilistyla,Rosegold Pussy Willow,Shrub,3.0,5-9, ,LMH,N,MWe,1,2, 
Salix hastata,"Halberd-Leaved Willow, Halberd willow",Shrub,2.0,5-9, ,LMH,N,MWe,1,2, 
Salix hookeriana,Dune Willow,Shrub,1.0,5-9,F,LMH,N,MWe,1,2, 
Salix hybrids,Hybrid willows,Shrub,25.0,2-11,F,LMH,N,MWe,3,3,5
Salix japonica, ,Shrub,0.0,-, ,LMH,N,MWe,1,2, 
Salix koriyanagi,kori-yanagi,Shrub,5.0,5-9, ,LMH,N,MWe,0,2, 
Salix lanata,Woolly Willow,Shrub,1.5,-, ,LMH,N,MWe,1,2, 
Salix lasiolepis,"Arroyo willow, Bigelow's willow",Tree,12.0,4-8,F,LMH,N,MWe,0,2, 
Salix lucida,"Shining Willow, Greenleaf willow",Shrub,8.0,0-0,F,LMH,N,MWe,0,2, 
Salix lucida lasiandra,Pacific Willow,Tree,15.0,-,F,LMH,N,MWe,1,2, 
Salix matsudana,"Corkscrew willow, Hankow Willow, Peking Willow, Corkscrew Willow",Tree,18.0,4-8,F,LMH,N,MWe,1,2, 
Salix miyabeana, ,Shrub,5.0,5-9, ,LMH,N,MWe,0,2, 
Salix nigra,Black Willow,Tree,12.0,4-8,F,LMH,N,MWe,1,3, 
Salix nipponica, ,Tree,0.0,-, ,LMH,N,MWe,1,2, 
Salix pentandra,"Bay Willow, Laurel willow",Tree,10.0,2-5,F,LMH,N,MWe,1,3, 
Salix petiolaris,Slender Willow. Meadow willow,Shrub,3.0,0-0,F,LMH,N,MWe,0,2, 
Salix piperi,Dune Willow,Tree,0.0,0-0, ,LMH,N,MWe,1,2, 
Salix pulchra,Tealeaf Willow,Shrub,1.0,-, ,LMH,N,MWe,1,2, 
Salix purpurea,Purple Osier. purpleosier willow,Tree,5.0,-,F,LMH,N,DMWe,1,3, 
Salix purpurea lambertiana,Purple Osier,Tree,5.0,4-8,F,LMH,N,MWe,1,3, 
Salix repens,Creeping Willow,Shrub,1.0,4-8, ,LMH,SN,M,1,2, 
Salix schwerinii, ,Tree,0.0,5-9, ,LMH,N,MWe,0,2, 
Salix scouleriana,Scouler's Willow,Tree,10.0,5-9,F,LMH,N,MWe,0,2, 
Salix sitchensis,Sitka Willow,Shrub,7.0,4-8, ,LMH,N,MWe,1,2, 
Salix sungkianika,Salix sungkianica,Tree,6.0,-, ,LMH,N,MWe,1,2, 
Salix taxifolia,Yew-Leaf Willow,Tree,10.0,9-11, ,LMH,N,MWe,1,2,0
Salix triandra,"Almond-Leaved Willow, Almond willow",Tree,9.0,4-8,F,LMH,N,MWe,1,2, 
Salix viminalis,Osier. Basket Willow,Tree,6.0,4-8,F,LMH,N,MWe,1,2,3
Salix wallichiana, ,Tree,5.0,-,F,LMH,N,MWe,1,2, 
Salix x mollisima hippophaeifolia, ,Shrub,6.0,5-9, ,LMH,N,MWe,1,2, 
Salix x mollisima undulata, ,Shrub,6.0,5-9, ,LMH,N,MWe,1,2, 
Salix x rubra, ,Shrub,6.0,4-8, ,LMH,N,MWe,1,2, 
Salix x smithiana, ,Tree,9.0,4-8, ,LMH,N,MWe,1,2, 
Salsola collina,Tumbleweed. Slender Russian Thistle,Annual,1.0,0-0, ,LM,N,DM,1,1,0
Salsola kali,"Saltwort, Russian thistle",Annual,0.6,0-0, ,LM,N,DM,3,2,0
Salsola komarovii, ,Annual,0.3,-, ,LM,N,DM,1,0, 
Salsola soda,Barilla Plant. Oppositeleaf Russian Thistle,Annual,0.6,-, ,LM,N,DM,1,0, 
Salsola tragus,Prickly Russian Thistle,Annual,0.5,0-0, ,LM,N,DM,2,1,0
Salvia apiana,"White Sage, Compact white sage",Perennial,3.0,7-10, ,LM,N,DM,3,1, 
Salvia ballotaeflora, ,Annual,0.0,-, ,LM,N,DM,1,0, 
Salvia carduacea,Thistle Sage,Annual/Perennial,0.7,7-10, ,LM,N,DM,2,0, 
Salvia carnosa,Purple Sage,Shrub,0.8,6-9, ,LM,N,DM,1,2, 
Salvia clevelandii,"Blue Sage, Fragrant sage, Chaparral Sage",Shrub,0.6,8-11,M,LM,N,DM,1,0, 
Salvia columbariae,"Chia, Ziegler's sage",Annual/Perennial,0.7,6-9, ,LM,N,DM,3,2, 
Salvia elegans,"Pineapple Sage, Pineapple-scented Sage,",Perennial,1.0,8-11,M,LM,N,DM,3,1,2
Salvia fruticosa,"Greek Sage, Greek oregano",Shrub,1.0,8-11, ,LM,N,DM,2,3, 
Salvia glabrescens, ,Perennial,0.3,-, ,LM,SN,DM,1,0, 
Salvia glutinosa,"Jupiter's Distaff, Sticky Sage",Perennial,1.2,4-8, ,LM,SN,DM,1,0, 
Salvia hispanica,"Mexican Chia, Chia",Annual,1.0,8-11, ,LM,N,DM,3,0, 
Salvia japonica, ,Perennial,0.8,7-10, ,LM,SN,DM,1,0, 
Salvia lanata, ,Perennial,0.3,6-9, ,LM,N,DM,1,1, 
Salvia lanigera,Wrinkle-Leaved Sage,Shrub,0.0,-, ,LM,N,DM,1,0, 
Salvia lavandulifolia,Spanish Sage,Shrub,0.3,4-8, ,LM,N,DM,2,3, 
Salvia lyrata,"Cancer Weed, Lyreleaf Sage",Perennial,0.6,4-9,M,LM,N,DM,0,2,0
Salvia mellifera,Californian Black Sage,Shrub,2.0,7-10, ,LM,N,DM,1,2, 
Salvia microphylla,Blackcurrant Sage,Perennial,1.2,7-10, ,LM,N,DM,2,2, 
Salvia moorcroftiana, ,Perennial,0.9,6-9, ,LM,N,DM,1,1, 
Salvia multicaulis, ,Shrub,0.3,7-10, ,LM,N,DM,1,0, 
Salvia multiorrhiza,Dan Shen,Perennial,0.6,5-9, ,LM,N,DM,0,3, 
Salvia officinalis,"Sage, Kitchen sage, Small Leaf Sage, Garden Sage",Shrub,0.6,5-10,M,LM,N,DM,4,5,5
Salvia plebeia, ,Biennial,0.5,-, ,LM,N,MWe,1,1, 
Salvia pomifera,Apple Sage,Shrub,1.0,7-10, ,LM,N,DM,2,2, 
Salvia pratensis,"Meadow Clary, Introduced sage",Perennial,1.0,3-7, ,LM,N,DM,1,0,0
Salvia reflexa,"Mintweed, Lanceleaf sage",Annual,0.8,0-0, ,LM,N,DM,1,0,0
Salvia sclarea,"Clary, Europe sage, Clary Sage",Biennial/Perennial,1.0,5-9,M,LMH,N,DM,2,2,0
Salvia stachyoides, , ,0.0,-, ,LM,N,DM,1,0, 
Salvia sylvestris,"Balkan Clary, Woodland sage",Perennial,1.0,4-8, ,LM,N,DM,1,0, 
Salvia tiliifolia,Lindenleaf sage,Annual/Perennial,1.0,9-11, ,LM,N,DM,1,0, 
Salvia tomentosa,Balsamic Sage,Perennial,1.0,5-9, ,LM,N,DM,1,0, 
Salvia verbenaca,Wild Clary,Perennial,0.6,5-9, ,LM,N,DM,2,2, 
Salvia viridis,"Clary, Annual clary",Annual,0.5,0-0, ,LM,N,DM,2,2, 
1 2 3 4 5 6 7 8 9,1,2,3,4,5,6,7,8,9,,
Samanea saman,"Rain Tree, False Powder Puff, Monkey Pod",Tree,20.0,10-12,F,LMH,SN,DMWe,3,2,4
Sambucus australasica,Yellow Elderberry,Shrub,6.0,-, ,LMH,SN,M,2,0, 
Sambucus caerulea,Blue Elder,Shrub,3.0,4-8,M,LMH,SN,DM,4,2,3
Sambucus chinensis,Chinese Elder,Perennial,1.5,7-10, ,LMH,SN,M,2,1, 
Sambucus ebulus,"Dwarf Elder, Dwarf elderberry",Perennial,1.2,4-8,F,LMH,SN,M,1,2, 
Sambucus gaudichaudiana,White Elderberry,Shrub,3.0,-, ,LMH,SN,M,2,0, 
Sambucus javanica,Chinese Elder,Shrub,0.0,-, ,LMH,SN,M,1,2, 
Sambucus latipinna, ,Shrub,0.0,-, ,LMH,SN,M,1,0, 
Sambucus melanocarpa,"Black Elder, Rocky Mountain elder",Shrub,4.0,5-9, ,LMH,SN,M,2,2, 
Sambucus mexicana,Mexican Elder,Shrub,1.0,3-9, ,LMH,SN,M,2,1,0
Sambucus microbotrys,Red Elder,Shrub,2.0,5-9, ,LMH,SN,M,1,0, 
Sambucus nigra,"Elderberry - European Elder, Black elderberry, American black elderberry, Blue elderberry, Europea",Shrub,6.0,5-7,F,LMH,SN,M,4,3,5
Sambucus nigra spp canadensis,American Elder,Shrub,4.0,3-9,F,LMH,SN,M,4,3,3
Sambucus pubens,American Red Elder,Shrub,4.0,4-8, ,LMH,SN,M,3,1,1
Sambucus racemosa,"Red Elder, Red elderberry, Rocky Mountain elder, European Red Elderberry",Shrub,3.0,3-7,M,LMH,SN,M,3,2,2
Sambucus racemosa kamtschatica,Red Elder,Shrub,3.0,4-8, ,LMH,SN,M,3,2,2
Sambucus racemosa sieboldiana, ,Shrub,4.0,0-0,M,LMH,SN,M,1,0,2
Sambucus racemosa var. racemosa,Red Coast Elder,Shrub,3.0,5-9, ,LMH,SN,M,3,2,2
Sambucus wightiana,Elder,Perennial,1.0,-, ,LMH,SN,M,0,2, 
Sambucus williamsii, ,Shrub,0.0,-, ,LMH,SN,M,1,2, 
Samolus valerandi,"Brookweed, Seaside brookweed",Perennial,0.3,5-9, ,LMH,N,MWeWa,2,1, 
Samolus valerandi parviflorus,"Thin-Leaf Brookweed, seaside brookweed",Perennial,0.4,-, ,LMH,N,MWeWa,1,0, 
Sanguinaria canadensis,"Blood Root, Red Puccoon, Bloodroot",Perennial,0.2,4-9,S,LM,SN,M,0,3, 
Sanguisorba annua,Prairie Burnet,Annual/Biennial,0.6,-, ,LMH,SN,M,1,1, 
Sanguisorba canadensis,"American Great Burnet, Canadian burnet",Perennial,1.2,4-8, ,LMH,SN,M,1,0, 
Sanguisorba menziesii,Menzies' burnet,Perennial,1.2,-, ,LMH,SN,MWe,1,1, 
Sanguisorba minor,"Salad Burnet, Small burnet",Perennial,0.6,4-8, ,LMH,N,M,4,2,3
Sanguisorba obtusa,Japanese burnet,Perennial,1.0,4-9,M,LMH,SN,MWe,1,0, 
Sanguisorba officinalis,Great Burnet,Perennial,1.0,4-8, ,LMH,SN,DMWe,2,3,2
Sanguisorba stipulata, ,Perennial,2.0,4-8, ,LMH,SN,MWe,1,1, 
Sanguisorba tenuifolia, ,Perennial,1.2,4-8, ,LMH,SN,MWe,1,0, 
Sanicula canadensis,Black Snakeroot,Biennial,1.0,-, ,LMH,SN,M,0,1, 
Sanicula chinensis,Bian Dou Cai,Perennial,0.6,-, ,LMH,SN,M,1,0, 
Sanicula europaea,Wood Sanicle,Perennial,0.6,5-9, ,LMH,SN,M,1,2, 
Sanicula marylandica,Maryland Sanicle,Perennial,1.2,-, ,LMH,SN,M,0,2, 
Sanicula rubriflora, ,Perennial,0.5,-, ,LMH,SN,M,1,0, 
Sanicula tuberculata, ,Perennial,0.2,-, ,LMH,SN,M,1,0, 
Sanicula tuberosa,Turkey Pea,Perennial,0.6,-, ,LMH,SN,M,2,0, 
Sanseviera aethiopica,Bowstring Hemp,Perennial,0.6,9-11, ,LM,N,DM,1,0, 
Sansevieria hyacinthoides,African Bowstring Hemp,Perennial,0.5,10-12,F,LM,SN,DM,0,2,3
Sansevieria roxburghiana,"Indian Bowstring Hemp, Bowstring Hemp",Perennial,1.0,10-12,F,LM,SN,DM,0,3,3
Sansevieria trifasciata,"Mother-in-Law's Tongue, Snake plant",Perennial,0.8,10-12,M,LMH,SN,DM,0,2,3
Sansevieria zeylanica,Bowstring hemp,Perennial,0.6,9-11,M,LMH,N,DM,0,2,4
Santalum acuminatum,Quandong,Shrub,0.0,-, ,LMH,SN,M,1,1, 
Santalum austrocaledonicum,Pacific Sandalwood,Tree,10.0,10-12,S,LM,N,DM,0,1,4
Santalum ellipticum,Coast Sandalwood,Tree,5.0,9-12,S,LM,SN,D,1,2,4
Santalum freycinetianum,"Lanai Sandalwood, Hawaiian Sandalwood",Tree,10.0,9-12,S,LM,SN,D,1,2,4
Santalum haleakalae,"Haleakala Sandalwood, Lliahi",Tree,3.0,9-12,S,LM,SN,D,1,2,4
Santalum lanceolatum, ,Shrub,0.0,-, ,LMH,SN,M,1,1, 
Santalum murrayanum, ,Tree,0.0,-, ,LMH,SN,M,1,0, 
Santalum paniculatum,"Mountain Sandalwood, Hawaiian Sandalwood, 'Iliahi",Tree,7.5,10-11,S,LM,SN,D,1,2,4
Santalum spicatum,West Australian Sandalwood,Shrub,4.0,10-12,S,LMH,SN,D,2,2,4
Santalum yasi,"Yasi, Fijian Sandalwood, Brown Sandalwood",Tree,10.0,9-12,S,LM,N,DM,0,2,4
Santolina chamaecyparissus,Cotton Lavender,Shrub,0.6,6-9,F,LM,N,DM,2,2, 
Santolina pinnata neopolitana, ,Shrub,0.6,6-9, ,LM,N,DM,0,0, 
Santolina rosmarinifolia,Holy Flax,Shrub,0.5,6-9, ,LM,N,DM,0,0, 
Sapindus drummondii,Western Soapberry,Tree,12.0,7-10,S,LMH,N,DM,1,1,0
Sapindus marginatus,Wingleaf soapberry,Tree,15.0,7-10,S,LMH,N,DM,1,0,0
Sapindus mukorossi,"Chinese Soapberry, Soap Berry, Chinese Soapberry, Soapnut Tree",Tree,20.0,8-12,F,LMH,N,DM,1,2,4
Sapindus saponaria,"Soapberry, Wild Chinaberry, Florida Soap Berry, Soap Nut, Soap Tree",Tree,10.0,10-12,M,LMH,N,DM,0,2,4
Sapium japonicum, ,Shrub,5.0,8-11, ,LMH,N,M,1,0, 
Sapium sebiferum,"Vegetable Tallow, Chinese tallow, Popcorn Tree, Chinese Tallow Tree",Tree,9.0,8-11,F,LMH,N,M,2,2,4
Saponaria ocymoides,"Tumbling Ted. Rock Soapwort, Rock soapwort",Perennial,0.1,2-7,F,LMH,N,DM,0,0, 
Saponaria officinalis,"Soapwort, Bouncingbet",Perennial,1.0,4-8,M,LMH,SN,M,0,3,0
Saraca asoca,Asoka Tree. Sorrow-less Tree,Tree,9.0,10-12,M,LMH,SN,M,0,3,3
Sarcobatus vermiculatus,Greasewood,Shrub,2.7,4-8, ,LMH,N,DM,2,1,0
Sarcocornia pacifica,Pacific swampfire,Perennial,0.6,-, ,LMH,N,M,1,0, 
Sarcocornia utahensis,"Utah Pickleweed,Utah Swampfire",Perennial,0.2,0-0, ,LMH,SN,M,1,0, 
